soil_moisture,humidity,temperature,rainfall,soil_temperature,wind_speed,rain_forecast,nitrogen,phosphorus,potassium,ph,crop_type,crop_water_factor,irrigation_recommendation
41.91,89.7,31.83,33.48,24.19,22.44,0,44.78,36.05,29.46,7.78,maize,1.0,No irrigation
65.26,82.88,28.36,1.77,34.87,22.54,0,62.57,33.66,67.63,7.09,rice,1.3,No irrigation
39.88,36.84,31.17,0.5,30.98,28.6,0,55.84,24.34,79.93,5.05,groundnut,0.85,Irrigate soon
31.77,69.23,37.16,29.89,20.37,14.74,0,107.42,34.32,66.34,6.11,cotton,1.1,No irrigation
53.71,20.1,32.55,15.4,30.36,16.87,1,62.59,26.19,76.5,6.63,banana,1.25,No irrigation
26.39,67.93,32.41,13.43,33.98,16.41,1,108.8,16.66,38.76,6.86,chickpea,0.75,Irrigate soon
35.15,65.37,34.1,22.43,31.6,5.88,1,43.86,16.81,46.1,7.82,wheat,0.9,Monitor
62.91,69.2,35.06,30.44,24.81,27.14,1,47.71,13.8,37.44,6.46,wheat,0.9,No irrigation
60.63,52.91,30.64,33.02,33.49,14.66,1,99.99,66.72,67.57,7.82,rice,1.3,No irrigation
25.36,81.88,21.75,15.63,22.68,28.83,0,30.94,26.56,60.31,6.49,banana,1.25,Irrigate soon
26.23,86.65,20.45,16.66,30.24,28.09,1,54.67,36.63,56.9,5.87,rice,1.3,Irrigate soon
16.21,76.14,36.7,20.78,25.04,18.2,1,68.61,49.95,49.46,6.65,cotton,1.1,Monitor
31.72,29.24,35.79,6.87,23.9,15.56,1,96.97,12.84,37.95,6.37,maize,1.0,Irrigate now
49.02,31.26,30.71,7.29,22.63,21.83,0,36.13,17.02,79.6,6.72,cotton,1.1,Monitor
29.32,32.91,31.25,1.39,24.75,11.63,1,64.84,68.53,49.69,5.36,rice,1.3,Irrigate now
37.25,54.96,22.91,18.32,24.8,2.12,1,84.72,27.73,73.24,7.91,banana,1.25,Irrigate soon
68.94,60.16,22.94,22.61,33.6,14.38,0,93.16,64.01,24.06,6.65,chickpea,0.75,No irrigation
16.36,63.23,24.41,14.3,24.9,19.03,0,78.34,23.33,75.82,5.83,rice,1.3,Irrigate soon
19.6,79.46,33.54,38.3,34.64,13.04,1,51.78,46.3,76.32,7.73,chickpea,0.75,No irrigation
36.87,70.12,28.55,15.44,20.18,11.66,1,117.75,62.46,20.69,7.18,cotton,1.1,Monitor
55.78,49.09,28.85,6.55,30.92,27.14,1,33.96,45.23,20.6,5.62,cotton,1.1,No irrigation
69.36,56.77,26.71,37.33,28.86,12.52,0,60.95,64.86,41.94,6.67,groundnut,0.85,No irrigation
46.24,84.04,23.99,33.29,24.34,15.74,1,103.46,28.23,51.35,6.39,rice,1.3,No irrigation
58.52,30.78,26.0,25.62,29.55,5.48,1,61.72,39.51,59.71,5.73,rice,1.3,No irrigation
57.06,54.51,39.41,23.96,25.43,15.45,1,106.83,47.68,45.94,7.08,rice,1.3,No irrigation
35.53,71.31,20.35,10.38,28.72,6.09,1,107.83,18.13,25.62,5.82,cotton,1.1,Irrigate soon
49.99,86.86,20.97,11.67,29.58,4.15,0,96.64,20.99,21.14,7.26,wheat,0.9,Monitor
32.74,42.13,36.9,32.0,24.07,21.54,1,29.58,44.8,68.52,5.04,wheat,0.9,No irrigation
30.48,74.52,28.24,36.84,22.45,8.1,0,103.16,57.71,51.31,7.07,wheat,0.9,No irrigation
61.53,69.88,34.05,32.1,26.26,27.65,0,101.88,65.4,46.17,5.93,chickpea,0.75,No irrigation
22.65,50.94,39.75,20.92,34.55,6.82,1,22.88,58.87,29.45,7.57,maize,1.0,Monitor
52.84,41.52,24.2,39.24,26.37,23.36,0,27.77,56.48,64.23,5.13,rice,1.3,No irrigation
16.8,66.19,31.86,18.76,33.63,3.21,1,86.76,55.27,65.85,7.76,maize,1.0,Monitor
47.32,34.0,33.41,1.17,22.18,22.89,1,114.88,30.87,25.44,6.5,groundnut,0.85,Monitor
48.71,55.34,21.37,32.78,31.45,16.81,0,116.43,20.31,64.01,5.01,groundnut,0.85,No irrigation
20.43,34.98,30.08,28.31,25.5,18.5,1,87.35,16.44,69.26,7.94,cotton,1.1,No irrigation
26.79,35.93,22.26,39.38,21.85,5.09,0,69.58,31.68,33.74,7.17,rice,1.3,No irrigation
33.05,28.1,25.67,24.02,24.68,29.33,1,42.59,34.44,79.02,6.28,banana,1.25,Monitor
18.83,78.87,29.51,27.17,22.69,29.96,1,87.21,33.78,48.97,7.03,rice,1.3,No irrigation
22.89,48.04,31.81,4.07,33.88,29.38,0,56.37,21.95,28.02,7.53,cotton,1.1,Irrigate now
21.75,78.67,34.5,11.14,30.7,18.29,1,95.63,58.06,76.31,6.07,groundnut,0.85,Irrigate soon
48.17,48.31,29.69,11.16,31.52,5.03,1,68.93,23.85,76.26,5.09,groundnut,0.85,Monitor
17.91,24.78,33.56,38.88,25.74,21.02,0,50.28,47.39,64.41,6.98,wheat,0.9,No irrigation
57.22,75.49,24.04,26.48,27.35,9.33,1,100.95,42.43,16.15,7.29,cotton,1.1,No irrigation
63.41,28.34,29.0,34.11,26.64,3.01,0,75.67,61.62,34.7,7.12,cotton,1.1,No irrigation
38.69,41.87,27.78,30.56,28.53,15.74,1,67.59,61.26,47.93,6.17,cotton,1.1,No irrigation
47.51,46.45,33.53,30.66,24.27,3.72,0,32.82,31.98,67.62,6.75,banana,1.25,No irrigation
64.02,43.89,21.95,13.81,25.36,11.84,0,44.76,48.88,53.51,7.73,rice,1.3,No irrigation
62.79,28.01,23.4,21.54,20.56,20.42,1,76.8,64.08,32.33,7.09,wheat,0.9,No irrigation
16.22,42.16,31.41,12.9,21.47,15.67,0,53.6,40.17,64.72,6.02,wheat,0.9,Irrigate soon
31.47,87.86,24.04,25.42,34.61,4.11,0,48.74,12.85,79.75,6.21,maize,1.0,No irrigation
49.35,87.06,34.35,23.13,28.88,9.65,1,62.71,30.84,19.98,7.47,wheat,0.9,Monitor
59.23,50.3,30.8,8.0,26.03,19.5,1,87.16,42.85,72.26,6.88,wheat,0.9,No irrigation
62.45,60.38,24.26,38.48,31.13,15.08,1,113.46,53.6,18.89,5.6,cotton,1.1,No irrigation
23.13,30.53,33.71,12.01,26.53,10.92,0,83.39,60.76,32.35,5.86,maize,1.0,Irrigate soon
29.1,62.09,28.12,4.54,22.88,8.88,1,66.42,43.59,43.35,6.94,rice,1.3,Irrigate soon
26.11,39.09,20.58,31.59,24.17,17.42,0,116.38,39.15,16.29,7.58,rice,1.3,No irrigation
32.26,40.86,21.27,38.2,33.45,20.81,0,59.69,60.39,69.78,5.71,wheat,0.9,No irrigation
55.4,85.31,30.44,33.16,34.25,28.08,1,69.65,15.41,53.99,7.32,chickpea,0.75,No irrigation
33.11,60.9,27.8,29.93,23.54,13.84,0,30.68,22.85,32.85,6.23,banana,1.25,No irrigation
47.42,54.33,27.49,37.95,24.75,13.87,0,116.33,62.77,75.9,6.09,groundnut,0.85,No irrigation
35.23,41.57,32.91,36.21,20.52,22.7,0,89.07,57.33,30.58,6.66,chickpea,0.75,No irrigation
50.14,69.04,38.06,27.41,28.02,8.62,1,58.85,64.59,40.54,7.93,chickpea,0.75,No irrigation
31.55,85.54,35.13,11.9,32.89,6.49,1,83.14,62.77,64.84,6.22,rice,1.3,Irrigate soon
30.07,25.61,35.59,19.67,31.05,27.94,1,91.74,62.61,68.32,7.47,groundnut,0.85,Monitor
29.35,24.65,28.42,29.17,28.22,11.15,0,96.2,48.48,26.94,6.33,groundnut,0.85,No irrigation
22.49,48.05,32.57,12.55,21.23,6.42,0,104.7,51.15,66.52,5.96,cotton,1.1,Irrigate soon
63.04,29.35,23.47,23.72,24.91,9.89,0,61.45,20.91,71.97,7.83,wheat,0.9,No irrigation
27.35,86.37,38.46,25.88,29.4,27.39,1,39.83,52.08,25.97,6.2,cotton,1.1,No irrigation
48.02,30.45,39.16,6.8,28.51,2.4,1,97.34,65.7,68.77,6.48,maize,1.0,Monitor
54.25,33.34,37.24,31.28,24.32,15.84,0,63.13,22.4,29.01,7.47,groundnut,0.85,No irrigation
52.25,49.28,28.17,5.84,24.35,9.33,1,110.73,32.18,59.48,6.37,rice,1.3,No irrigation
40.79,81.0,39.49,15.9,23.18,12.74,1,93.61,25.37,21.19,5.18,chickpea,0.75,Monitor
66.21,52.97,27.09,24.25,30.06,24.46,0,20.54,40.27,39.76,7.93,groundnut,0.85,No irrigation
35.4,87.76,31.19,23.22,23.9,16.1,1,107.79,17.92,35.63,6.59,maize,1.0,Monitor
29.32,41.93,39.57,19.97,34.6,9.87,1,112.62,26.98,72.0,6.84,banana,1.25,Irrigate soon
65.97,56.19,28.72,6.6,31.05,15.76,0,75.57,65.37,56.38,6.32,maize,1.0,No irrigation
23.17,36.09,20.72,10.41,30.59,14.22,1,24.08,31.39,61.09,6.46,cotton,1.1,Irrigate soon
21.19,70.38,22.96,13.98,23.06,9.96,0,94.99,59.35,51.61,6.99,maize,1.0,Irrigate soon
47.1,88.01,30.52,22.83,26.25,4.15,1,87.69,63.24,16.69,7.04,groundnut,0.85,Monitor
21.71,46.15,38.58,4.24,24.85,2.81,1,103.07,49.57,44.51,7.87,wheat,0.9,Irrigate now
51.19,43.06,20.88,24.89,26.8,28.53,0,41.14,12.92,56.84,5.97,rice,1.3,No irrigation
55.91,58.3,32.05,3.7,23.83,8.72,1,28.92,61.14,25.59,7.34,chickpea,0.75,No irrigation
50.59,86.81,23.08,11.94,32.02,22.6,1,110.37,46.21,38.34,5.29,chickpea,0.75,No irrigation
43.2,54.27,37.71,19.06,28.45,13.85,1,101.1,46.83,43.22,6.28,rice,1.3,Irrigate soon
43.23,88.13,33.53,25.9,30.7,28.06,0,49.07,36.24,73.97,6.43,maize,1.0,No irrigation
69.13,67.9,26.01,9.95,26.42,17.92,0,111.73,40.8,48.19,6.24,cotton,1.1,No irrigation
51.35,59.79,25.07,10.19,21.23,16.1,0,94.05,37.77,66.1,7.53,rice,1.3,No irrigation
19.58,81.37,25.95,23.49,26.82,20.77,1,54.13,65.09,67.65,5.63,rice,1.3,Monitor
56.09,62.28,37.43,4.25,28.02,2.16,0,21.33,49.35,44.91,6.22,groundnut,0.85,No irrigation
68.12,62.13,29.73,24.74,34.61,12.1,1,100.46,15.26,23.78,5.57,banana,1.25,No irrigation
15.87,87.94,37.18,8.37,29.73,20.19,1,104.21,61.49,50.01,5.26,banana,1.25,Irrigate now
40.49,53.18,20.44,6.64,22.29,21.67,1,67.15,61.59,53.04,5.6,wheat,0.9,Monitor
60.62,47.42,26.68,4.11,32.71,14.09,1,104.86,54.22,53.73,6.66,chickpea,0.75,No irrigation
17.04,47.98,30.27,28.98,34.03,27.34,1,43.19,13.64,16.24,6.73,wheat,0.9,No irrigation
18.49,82.5,28.34,18.93,27.42,28.29,1,64.83,36.17,25.49,7.18,cotton,1.1,Monitor
33.91,36.25,24.39,36.36,25.09,18.86,1,33.12,27.6,61.24,7.88,banana,1.25,No irrigation
66.77,65.68,27.21,18.89,34.56,6.54,0,48.25,54.96,58.36,5.39,maize,1.0,No irrigation
23.6,54.45,35.87,37.72,27.41,8.57,0,119.93,31.53,31.95,7.03,maize,1.0,No irrigation
60.54,82.61,20.64,2.55,26.46,19.29,0,76.2,39.18,79.59,7.35,banana,1.25,No irrigation
17.57,81.44,25.35,6.05,30.35,16.43,0,90.64,65.6,43.46,6.37,banana,1.25,Irrigate soon
56.57,88.23,35.63,24.39,32.88,4.85,0,70.73,20.02,22.67,5.62,chickpea,0.75,No irrigation
23.64,40.45,28.83,20.24,30.99,4.78,1,53.46,18.27,70.16,6.32,cotton,1.1,Monitor
57.31,20.46,36.7,18.95,24.3,6.8,1,57.24,55.29,38.44,6.99,maize,1.0,No irrigation
56.43,57.08,35.74,5.52,26.43,27.7,1,115.18,40.97,59.34,7.83,cotton,1.1,No irrigation
23.01,20.7,36.12,37.75,21.27,10.81,0,63.41,33.6,17.41,7.77,maize,1.0,No irrigation
64.64,24.05,32.63,28.53,29.91,16.55,1,61.93,63.15,60.55,7.62,groundnut,0.85,No irrigation
55.85,83.65,20.16,11.19,27.92,27.77,1,64.62,22.31,50.39,7.37,groundnut,0.85,No irrigation
39.32,44.17,36.24,25.95,31.63,26.67,0,23.7,30.07,62.13,7.22,maize,1.0,No irrigation
43.63,57.86,24.27,20.47,24.68,11.54,0,22.34,63.42,50.1,5.78,banana,1.25,Monitor
57.58,70.86,39.74,4.42,20.9,12.44,1,32.38,55.39,76.19,6.35,wheat,0.9,No irrigation
55.53,51.72,39.66,32.22,34.84,17.84,0,55.03,27.07,66.01,7.14,groundnut,0.85,No irrigation
22.7,46.44,34.75,4.21,27.75,7.39,1,65.43,18.79,42.67,6.24,rice,1.3,Irrigate now
18.42,82.2,29.53,17.85,25.54,16.74,1,107.2,45.06,56.37,7.99,groundnut,0.85,Monitor
66.21,54.27,39.47,32.95,22.17,5.56,1,32.94,52.27,71.11,5.35,maize,1.0,No irrigation
40.05,22.28,23.14,22.36,33.83,5.33,1,31.03,32.18,33.82,6.57,rice,1.3,Monitor
35.43,89.37,26.07,19.44,31.87,5.98,1,24.87,63.66,72.79,5.65,banana,1.25,Irrigate soon
55.68,20.15,30.95,2.7,20.67,15.47,1,76.58,64.02,65.79,6.43,groundnut,0.85,No irrigation
60.85,29.3,22.77,25.46,31.43,20.68,0,106.63,29.51,66.99,6.99,cotton,1.1,No irrigation
36.3,83.02,26.78,1.83,30.06,14.41,1,84.59,61.96,60.97,6.72,banana,1.25,Irrigate soon
57.44,41.62,32.9,25.76,21.28,28.74,0,115.73,41.31,63.79,6.51,rice,1.3,No irrigation
21.62,85.53,23.59,0.76,31.8,8.87,1,28.46,42.01,35.83,6.77,cotton,1.1,Irrigate soon
62.41,21.63,28.74,16.6,32.89,10.89,1,29.1,68.79,50.22,5.86,maize,1.0,No irrigation
29.06,26.27,26.14,16.29,22.54,19.21,1,38.15,52.8,34.37,5.3,maize,1.0,Monitor
37.71,42.7,27.51,33.11,21.81,7.67,0,69.3,55.14,40.03,5.35,rice,1.3,No irrigation
32.51,58.72,21.31,1.16,29.5,27.58,0,46.92,67.81,58.88,5.74,wheat,0.9,Irrigate soon
50.84,28.79,31.36,17.84,32.69,16.01,0,57.33,69.12,65.83,6.61,cotton,1.1,No irrigation
67.87,58.86,20.84,32.51,34.42,19.38,0,20.05,66.01,46.34,6.79,banana,1.25,No irrigation
52.4,89.95,36.85,8.51,32.61,9.88,0,93.92,43.78,34.54,6.19,rice,1.3,No irrigation
60.68,70.76,39.98,35.13,23.16,16.13,1,108.39,66.72,56.29,7.94,groundnut,0.85,No irrigation
39.9,37.21,39.66,13.67,26.9,18.79,0,111.4,18.02,74.95,6.83,rice,1.3,Irrigate soon
64.58,67.09,28.26,35.81,30.55,23.35,0,98.73,48.95,20.04,5.09,banana,1.25,No irrigation
59.88,51.16,22.47,38.88,25.65,18.84,1,37.72,56.08,60.31,5.03,cotton,1.1,No irrigation
35.38,33.51,20.19,29.73,31.38,21.06,1,39.15,58.98,55.64,7.43,maize,1.0,No irrigation
27.88,54.57,27.26,11.23,33.57,21.8,0,20.71,69.06,56.5,5.33,chickpea,0.75,Irrigate soon
46.3,54.58,31.04,26.39,28.49,21.11,0,26.54,17.69,19.23,5.78,wheat,0.9,No irrigation
62.05,81.67,34.58,10.97,32.72,2.65,1,88.07,62.99,15.13,6.28,groundnut,0.85,No irrigation
66.87,23.63,38.78,17.3,34.93,9.67,1,69.56,41.04,17.83,7.16,rice,1.3,No irrigation
30.29,49.4,28.98,0.21,22.92,4.29,0,119.03,23.54,59.82,7.87,maize,1.0,Irrigate soon
25.83,43.05,21.26,25.01,20.42,14.09,0,79.25,47.58,36.73,5.75,rice,1.3,No irrigation
41.05,87.12,36.65,32.87,27.8,8.63,0,97.57,47.17,64.67,6.88,wheat,0.9,No irrigation
21.87,88.22,38.33,15.1,33.35,21.41,0,26.2,58.14,18.56,6.83,cotton,1.1,Monitor
18.62,67.43,31.19,11.8,25.72,4.68,1,43.31,45.97,57.88,5.03,cotton,1.1,Irrigate soon
40.53,49.97,32.4,4.05,29.76,20.92,0,65.41,29.69,27.51,5.31,wheat,0.9,Monitor
54.23,61.5,36.82,36.17,21.89,16.25,1,62.1,53.48,43.9,5.73,banana,1.25,No irrigation
17.42,28.94,31.69,20.53,29.78,12.02,0,34.74,28.52,37.29,6.11,rice,1.3,Monitor
43.47,66.04,22.89,9.5,32.29,17.66,0,62.21,21.72,28.02,7.73,banana,1.25,Irrigate soon
18.76,33.25,29.51,27.67,27.01,21.39,1,81.61,35.12,25.55,6.36,banana,1.25,No irrigation
65.08,54.72,38.4,25.55,30.4,15.06,0,43.9,54.08,76.92,5.99,groundnut,0.85,No irrigation
35.68,48.02,36.52,0.27,20.15,12.02,0,34.24,36.42,56.04,7.74,chickpea,0.75,Irrigate soon
17.41,22.08,23.96,6.97,33.28,22.13,1,104.75,24.76,27.74,5.53,chickpea,0.75,Irrigate soon
65.09,21.47,33.55,15.16,31.81,5.11,0,50.51,24.41,67.62,6.98,wheat,0.9,No irrigation
68.74,89.84,37.63,35.14,20.98,6.04,0,99.49,21.5,39.58,6.12,wheat,0.9,No irrigation
38.62,64.53,38.42,30.52,28.81,25.92,1,98.96,29.66,18.46,7.39,banana,1.25,No irrigation
21.96,55.58,31.68,19.56,30.91,23.97,0,36.74,33.29,72.36,7.25,chickpea,0.75,Monitor
42.42,52.5,26.44,14.96,30.42,22.04,1,67.38,44.87,56.48,7.37,groundnut,0.85,Monitor
17.01,35.37,24.06,34.53,25.94,10.57,1,77.14,66.13,39.32,6.65,maize,1.0,No irrigation
56.34,40.65,30.38,9.21,20.62,16.34,1,62.61,38.05,41.58,7.41,chickpea,0.75,No irrigation
30.02,21.73,28.83,10.62,21.14,27.24,1,104.26,40.77,56.84,7.36,maize,1.0,Irrigate soon
20.41,24.99,20.77,8.01,22.95,11.22,1,94.52,56.11,69.95,5.57,wheat,0.9,Irrigate soon
69.89,89.89,35.05,29.59,33.69,2.24,1,48.18,30.8,79.79,7.84,banana,1.25,No irrigation
46.9,65.87,29.44,20.51,31.42,6.18,1,42.76,53.4,28.64,5.7,wheat,0.9,Monitor
58.23,73.03,34.45,18.46,31.88,10.77,0,62.88,66.52,42.15,6.32,banana,1.25,No irrigation
45.71,46.23,31.55,5.13,34.15,2.27,1,53.98,35.15,59.57,6.21,banana,1.25,Monitor
52.98,40.97,31.74,22.7,20.48,5.9,1,76.82,57.95,74.39,6.72,cotton,1.1,No irrigation
68.91,34.29,27.81,21.38,22.83,5.04,1,83.9,28.28,26.14,7.02,maize,1.0,No irrigation
16.76,68.23,29.77,7.47,21.04,28.96,1,40.59,27.47,49.09,6.36,chickpea,0.75,Irrigate soon
43.52,32.03,37.19,16.43,22.36,5.1,1,67.83,14.13,77.08,7.6,maize,1.0,Monitor
62.87,41.68,36.36,26.59,22.38,18.1,1,78.75,40.15,59.51,5.83,rice,1.3,No irrigation
69.51,51.2,36.49,24.19,23.7,11.21,1,66.02,44.57,62.92,5.86,cotton,1.1,No irrigation
34.07,78.98,35.85,15.64,32.35,25.8,1,44.91,64.0,62.66,6.37,groundnut,0.85,Monitor
25.09,59.8,27.87,37.83,23.6,26.38,1,108.26,42.26,58.33,5.2,groundnut,0.85,No irrigation
54.73,35.21,29.87,39.7,28.29,29.87,0,95.54,40.26,65.67,6.23,maize,1.0,No irrigation
28.9,55.42,29.24,2.93,30.42,22.99,1,54.37,33.96,27.64,5.11,chickpea,0.75,Irrigate soon
21.31,84.2,26.54,29.95,27.27,3.91,0,91.36,36.26,45.6,5.84,maize,1.0,No irrigation
24.38,21.26,22.01,11.77,28.02,12.94,0,87.14,10.67,32.76,6.32,maize,1.0,Irrigate soon
26.92,22.41,33.5,8.65,30.45,25.42,0,59.06,28.5,18.41,5.01,banana,1.25,Irrigate now
35.76,34.12,24.99,36.35,23.0,2.45,0,118.93,30.23,27.49,7.01,maize,1.0,No irrigation
67.73,26.76,36.71,26.56,30.86,3.23,0,101.56,29.36,55.74,6.87,wheat,0.9,No irrigation
36.73,49.95,24.65,4.24,24.85,2.42,1,21.2,22.77,29.31,6.97,chickpea,0.75,Irrigate soon
50.75,45.83,21.35,8.74,24.52,18.77,0,91.25,57.48,74.94,6.71,chickpea,0.75,No irrigation
67.75,61.99,39.63,27.85,30.17,29.23,0,53.2,48.12,72.46,5.95,banana,1.25,No irrigation
51.65,24.73,20.35,36.48,26.73,16.31,0,70.34,52.28,15.86,5.06,banana,1.25,No irrigation
64.32,41.62,34.76,30.29,29.3,3.68,1,69.87,22.12,39.42,6.93,maize,1.0,No irrigation
65.79,61.87,38.92,29.57,24.93,9.79,0,72.09,68.65,57.12,5.87,rice,1.3,No irrigation
27.6,71.3,26.85,8.23,20.81,27.69,0,100.15,51.78,29.46,7.62,wheat,0.9,Irrigate soon
32.69,50.97,20.12,34.79,21.05,7.39,0,113.83,17.53,26.29,6.65,banana,1.25,No irrigation
66.25,36.54,21.56,29.0,24.67,22.21,0,62.4,46.35,34.7,6.73,groundnut,0.85,No irrigation
26.08,80.37,29.62,38.04,25.39,12.58,1,64.14,40.32,62.77,7.28,banana,1.25,No irrigation
67.46,53.74,35.24,17.1,21.25,27.38,1,79.52,19.17,62.23,5.77,cotton,1.1,No irrigation
31.82,39.83,31.24,19.23,25.0,22.02,0,35.47,21.38,15.83,6.5,groundnut,0.85,Monitor
35.58,48.32,28.32,15.79,31.13,12.75,1,84.1,45.3,41.57,5.12,rice,1.3,Irrigate soon
36.17,59.59,23.88,17.45,23.83,27.57,1,70.96,39.32,59.75,7.09,groundnut,0.85,Monitor
36.19,49.68,24.94,19.11,33.82,12.12,0,89.75,48.72,31.99,6.37,groundnut,0.85,Monitor
23.11,37.32,31.57,26.5,22.42,5.27,0,84.44,65.01,40.85,6.76,rice,1.3,No irrigation
43.52,33.22,28.46,33.19,23.79,10.46,1,78.61,54.04,63.91,7.77,banana,1.25,No irrigation
19.89,64.53,35.53,13.78,22.14,22.96,1,89.9,10.39,25.95,6.48,rice,1.3,Irrigate soon
18.84,68.74,30.5,26.18,31.0,6.78,1,38.64,18.06,46.62,6.51,rice,1.3,No irrigation
39.79,77.01,23.71,2.36,22.74,23.26,1,118.29,62.3,43.65,7.74,rice,1.3,Irrigate soon
62.76,31.63,25.86,15.11,24.15,11.58,0,67.79,50.37,21.55,5.18,banana,1.25,No irrigation
67.54,66.57,35.78,1.67,23.17,24.17,1,80.3,69.21,64.49,7.8,cotton,1.1,No irrigation
56.63,62.31,26.73,27.27,25.15,10.83,0,114.1,49.9,39.6,5.17,chickpea,0.75,No irrigation
63.02,76.44,20.06,34.82,26.03,25.39,0,22.57,17.37,49.49,7.85,banana,1.25,No irrigation
59.83,45.79,32.37,26.36,27.13,13.57,0,20.31,48.28,76.23,5.97,groundnut,0.85,No irrigation
34.81,23.2,36.15,13.02,26.66,18.99,1,93.92,57.64,37.64,7.82,cotton,1.1,Irrigate soon
69.28,80.0,38.1,29.37,24.41,7.46,0,106.99,62.57,66.02,7.15,rice,1.3,No irrigation
22.03,75.78,26.03,26.92,28.23,26.49,0,109.64,67.3,46.34,6.62,maize,1.0,No irrigation
26.64,72.73,33.19,3.58,26.52,22.04,0,112.9,29.59,39.93,5.84,groundnut,0.85,Irrigate now
29.17,53.34,37.95,4.92,22.04,16.97,1,29.04,51.51,71.68,7.8,banana,1.25,Irrigate now
65.81,24.53,26.86,36.41,31.14,22.3,1,100.84,23.41,22.52,5.26,rice,1.3,No irrigation
33.71,61.45,23.76,37.68,28.59,5.57,1,115.41,44.62,15.11,5.19,wheat,0.9,No irrigation
25.44,47.17,28.47,30.85,31.96,28.15,0,71.98,46.1,29.44,6.19,wheat,0.9,No irrigation
61.88,42.11,36.32,11.87,23.28,21.04,0,80.15,18.75,58.25,7.4,groundnut,0.85,No irrigation
16.89,42.41,30.05,27.54,24.1,25.73,1,83.11,22.94,33.95,7.9,rice,1.3,No irrigation
68.96,43.32,36.56,8.42,30.99,24.69,0,112.32,56.56,70.69,7.18,chickpea,0.75,No irrigation
69.14,66.15,36.97,39.64,28.22,11.45,1,119.03,55.46,40.42,6.58,chickpea,0.75,No irrigation
30.53,84.61,34.02,21.92,21.46,11.06,0,104.98,52.58,44.74,5.49,maize,1.0,Monitor
39.3,53.77,37.94,8.39,32.07,7.48,0,56.22,61.37,21.63,7.36,banana,1.25,Irrigate soon
23.12,86.53,28.54,33.67,33.89,4.69,1,37.96,13.15,78.72,6.95,wheat,0.9,No irrigation
38.86,30.4,34.45,9.8,21.78,13.11,1,88.8,67.27,57.43,6.13,groundnut,0.85,Irrigate soon
69.51,66.95,21.79,18.55,32.27,12.7,1,56.73,17.2,20.37,6.47,groundnut,0.85,No irrigation
64.97,35.75,31.74,39.49,27.19,21.42,0,99.43,20.87,46.47,6.93,cotton,1.1,No irrigation
31.41,28.77,26.5,28.55,32.93,17.05,1,101.29,11.18,51.14,6.61,banana,1.25,No irrigation
44.15,24.48,36.74,21.56,32.28,20.25,0,116.57,63.86,26.74,6.8,maize,1.0,Monitor
15.29,51.31,26.29,1.57,28.63,20.27,0,76.25,61.09,17.28,7.94,wheat,0.9,Irrigate now
31.42,87.64,23.43,39.08,29.87,8.95,0,114.62,41.17,65.88,6.98,cotton,1.1,No irrigation
22.69,54.33,26.26,36.43,34.95,18.97,0,88.79,49.76,17.91,5.11,maize,1.0,No irrigation
31.48,78.28,39.15,24.09,23.24,12.05,0,92.91,35.32,50.74,5.78,groundnut,0.85,Monitor
64.7,48.0,21.67,10.17,26.38,21.45,0,27.06,53.96,79.7,7.09,maize,1.0,No irrigation
54.29,59.45,32.96,20.46,22.46,25.0,1,119.24,36.02,16.68,6.81,rice,1.3,No irrigation
29.86,57.2,33.68,16.27,24.94,4.49,1,97.81,18.78,66.88,5.82,rice,1.3,Irrigate soon
35.74,87.81,27.57,4.2,33.88,6.92,1,78.88,58.41,21.21,6.05,wheat,0.9,Irrigate soon
62.6,58.61,32.15,35.86,22.56,28.5,1,38.07,58.37,59.06,7.37,wheat,0.9,No irrigation
47.7,79.47,29.54,5.1,20.14,16.38,0,85.76,18.56,51.89,5.8,groundnut,0.85,Monitor
50.16,45.91,35.55,27.13,26.27,14.82,1,118.62,57.91,47.64,5.83,cotton,1.1,No irrigation
43.63,70.29,38.48,9.15,29.53,4.43,1,60.65,28.76,20.86,5.24,groundnut,0.85,Monitor
28.2,26.55,31.51,3.38,24.29,28.03,0,116.22,35.44,48.06,7.19,cotton,1.1,Irrigate now
42.38,67.96,33.54,21.3,21.87,2.39,0,111.09,54.76,61.42,7.11,groundnut,0.85,Monitor
33.98,89.6,33.22,36.82,34.99,28.46,0,80.74,67.88,58.84,7.65,wheat,0.9,No irrigation
64.71,32.24,27.34,5.33,25.3,3.43,1,57.91,32.4,22.36,7.74,maize,1.0,No irrigation
60.74,79.55,37.16,11.6,27.25,9.41,0,93.8,44.13,29.14,5.91,groundnut,0.85,No irrigation
43.35,82.54,38.71,35.7,32.73,3.61,0,81.55,29.71,38.0,5.02,groundnut,0.85,No irrigation
25.24,44.82,22.03,19.68,21.27,16.4,0,61.07,64.79,15.45,7.31,chickpea,0.75,Monitor
27.44,47.68,25.99,17.13,22.73,24.72,0,118.94,49.38,43.56,5.42,groundnut,0.85,Monitor
38.87,45.15,37.41,7.94,22.84,3.13,1,62.11,29.87,17.05,7.0,cotton,1.1,Irrigate soon
67.78,88.81,22.38,19.56,27.43,21.09,0,52.49,55.86,72.31,6.51,groundnut,0.85,No irrigation
61.37,47.22,22.19,4.32,20.32,6.36,0,96.74,24.19,59.09,6.03,wheat,0.9,No irrigation
55.56,50.4,25.79,19.44,31.41,8.94,0,92.92,21.21,33.27,5.35,chickpea,0.75,No irrigation
