nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
60,48,52,6.6,45,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
87,79,86,7.1,35,25,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
50,67,56,5.5,49,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
41,57,26,6.1,25,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
77,61,88,7.1,33,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
27,24,39,6.6,29,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
64,60,75,6.1,65,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
65,59,47,6.6,62,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
41,27,37,6.4,35,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
17,49,32,6.9,44,20,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
29,54,51,5.9,26,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
37,13,26,5.9,53,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,49,47,6.7,52,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
76,66,89,6.2,32,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
63,82,57,6.4,45,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
43,16,40,6.8,52,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
18,29,25,6.9,54,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
19,40,50,6.0,41,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
77,55,90,5.8,27,30,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
43,57,86,5.9,52,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
12,32,34,5.4,29,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
77,82,74,7.3,49,28,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
11,10,37,7.0,32,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,49,91,7.2,56,20,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,32,45,7.0,21,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
72,33,83,6.4,60,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
40,45,23,7.1,45,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
86,60,84,6.8,48,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
20,7,49,5.6,19,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
13,12,10,6.6,17,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
55,85,61,6.8,49,31,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
20,36,31,5.8,29,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
39,11,49,5.7,50,30,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
58,48,57,6.5,30,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
29,32,22,6.0,37,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
49,35,21,6.8,37,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
54,26,85,5.8,67,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
69,33,60,6.9,64,22,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
61,56,62,7.3,31,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
39,29,42,6.0,52,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
86,68,62,7.4,35,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
84,45,92,5.7,52,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
44,65,71,6.5,29,30,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
62,41,56,7.0,37,26,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
54,72,59,7.1,39,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
11,32,50,6.1,49,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
69,86,63,7.1,41,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
42,54,19,7.0,41,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
83,62,87,6.7,44,23,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
16,12,26,5.6,21,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
41,63,73,7.1,60,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
61,59,61,7.4,52,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,27,97,5.6,64,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
69,36,56,6.8,39,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
71,58,47,6.5,53,34,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
41,51,52,6.6,30,33,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
45,33,56,6.1,45,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
58,34,95,5.8,55,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
63,81,66,6.4,39,35,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
68,46,100,6.6,27,26,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
15,15,44,5.5,33,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
19,28,36,5.7,36,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
74,39,54,6.9,55,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
87,88,73,6.5,68,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
44,71,71,6.4,41,23,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
50,52,36,5.9,28,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
33,20,18,6.8,31,29,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
60,55,78,5.7,49,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
40,26,90,7.0,36,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
53,43,38,5.8,63,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
65,68,82,5.5,46,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
32,29,38,6.7,24,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
31,17,11,6.6,16,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
55,28,71,7.1,39,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
46,51,38,6.3,32,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
62,70,64,7.0,39,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
71,44,41,6.7,37,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
62,33,36,6.3,57,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
59,31,65,6.0,34,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
17,22,31,5.8,27,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,19,31,7.0,38,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
10,17,23,5.8,49,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
78,27,100,6.7,42,20,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
64,43,36,6.1,61,31,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
47,27,16,5.7,52,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
40,26,86,7.0,68,38,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
52,82,63,6.6,34,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
84,35,90,6.7,30,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
21,38,46,6.6,22,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
55,57,60,5.8,57,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
46,45,64,6.8,50,21,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
28,36,17,6.6,42,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
51,38,29,6.4,59,21,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
38,28,24,5.2,53,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
83,30,75,6.2,54,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
68,34,86,6.6,60,19,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
62,48,40,6.2,44,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
41,41,52,7.2,57,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
46,78,71,6.7,44,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
58,53,55,6.5,49,35,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
65,51,82,5.5,41,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
56,59,69,6.8,34,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
43,79,78,6.1,36,23,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
53,53,77,7.4,45,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
89,58,67,5.8,43,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
21,29,47,6.8,20,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
31,5,45,6.5,50,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,13,23,6.1,47,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
82,57,89,6.3,49,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
34,35,38,5.6,52,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
82,44,86,6.7,69,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
69,74,65,6.8,64,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
78,59,57,7.0,54,32,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
80,57,61,6.8,39,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
52,32,87,6.6,30,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
68,41,53,6.3,44,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
76,41,85,6.5,48,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
45,33,16,7.1,59,36,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
35,34,39,5.3,51,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
48,53,82,7.0,57,33,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
47,80,53,6.1,32,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
14,16,20,6.7,37,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,44,85,5.6,62,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
35,25,35,6.7,18,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
39,23,27,5.2,27,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
73,78,79,7.0,51,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
36,54,39,5.8,54,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
61,50,82,6.6,65,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
80,86,79,6.7,56,30,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
24,16,28,5.1,45,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
30,19,18,5.9,44,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
77,63,72,6.5,54,28,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
16,27,37,5.0,21,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
70,89,59,7.1,52,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
31,35,15,5.8,36,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
50,63,57,6.2,61,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
58,49,51,6.0,59,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
22,20,30,6.6,34,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
26,28,14,5.3,50,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
39,22,27,5.2,29,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
44,57,48,6.6,26,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
81,57,72,6.9,62,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
43,57,57,6.6,41,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
22,45,31,5.8,36,36,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
37,31,40,5.6,28,24,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
13,12,40,5.1,17,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
73,88,83,6.5,63,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
22,26,36,6.8,48,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
65,26,99,7.5,70,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
18,34,33,6.3,39,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
48,51,53,5.8,28,26,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
18,35,21,5.9,24,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
37,24,47,6.1,17,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
20,24,33,5.2,45,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
63,35,47,6.3,59,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
48,38,59,7.1,46,34,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
35,29,29,6.4,39,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
21,62,52,6.9,53,19,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
52,37,60,6.4,40,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
40,6,42,6.8,26,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
66,55,81,6.5,43,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
90,76,71,7.5,52,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
12,20,29,6.9,45,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
25,47,36,7.1,23,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
31,53,28,6.4,28,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
72,35,58,6.3,63,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
53,52,79,7.2,40,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
40,19,13,5.4,40,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
30,21,25,7.1,23,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
33,48,35,6.2,47,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
81,87,78,7.4,54,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
71,35,91,7.1,35,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
48,71,65,6.2,25,27,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
69,30,46,6.9,31,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
64,56,60,5.8,31,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
72,56,59,7.5,34,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
22,54,24,6.1,25,38,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
81,25,73,6.0,42,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
20,9,39,5.4,37,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
37,42,28,5.8,37,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
13,8,35,5.8,46,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,27,33,7.1,38,32,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
49,60,51,5.6,40,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
61,58,49,6.2,38,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
47,34,93,7.0,33,34,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
44,79,78,7.0,57,19,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
44,25,78,6.4,43,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
39,51,81,6.3,46,20,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
74,29,74,6.5,56,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
48,54,60,7.1,34,35,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
71,55,48,5.9,43,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
66,84,55,7.0,63,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,61,68,5.9,50,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
34,34,23,7.1,26,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
78,70,79,6.9,65,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
48,55,55,7.0,40,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
32,8,50,5.8,36,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
21,56,19,5.6,23,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
56,53,62,5.6,55,28,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
20,63,38,5.5,29,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
73,80,69,6.0,35,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
57,60,71,5.8,33,34,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
27,30,29,6.6,59,33,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
54,58,54,5.8,29,29,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
45,25,12,5.5,31,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
16,55,48,7.2,22,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
43,20,91,6.0,46,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
47,38,53,6.2,56,35,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
73,55,59,6.2,42,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
23,29,33,6.8,18,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
45,23,95,6.7,57,34,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
36,8,23,5.3,39,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
56,56,78,7.3,67,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
74,42,83,5.9,62,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
40,17,45,5.7,50,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
37,51,81,6.7,41,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
59,69,79,6.0,40,29,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
53,39,54,6.9,51,27,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
55,38,53,6.1,50,31,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
25,61,48,6.3,23,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
45,41,61,6.9,42,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
21,25,19,6.7,25,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
63,80,66,6.5,31,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
