nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
82.22,79.8,91.79,5.41,67.01,15.05,Moderate
134.32,82.77,145.67,4.64,40.63,19.57,Moderate
62.36,39.18,91.65,6.25,77.59,22.5,Healthy
68.63,71.56,45.1,7.4,59.61,34.23,Healthy
104.51,82.66,149.27,4.72,44.8,36.95,Moderate
10.01,56.79,100.67,5.27,38.06,36.32,Moderate
19.34,17.81,123.62,7.74,51.33,26.24,Moderate
24.79,82.09,40.05,8.15,64.31,17.19,Moderate
98.97,92.46,132.48,6.95,22.04,33.37,Moderate
103.26,60.93,43.53,8.1,45.18,23.02,Healthy
45.73,31.7,71.86,5.42,46.22,20.18,Healthy
47.93,16.37,56.82,6.12,38.26,34.57,Moderate
77.67,70.84,9.81,6.25,16.29,27.48,Moderate
96.13,80.69,84.78,6.02,28.51,40.85,Moderate
37.76,9.03,23.25,8.49,73.43,23.65,Moderate
10.54,77.88,48.58,4.59,41.96,26.45,Moderate
60.65,67.07,110.27,6.74,10.98,15.61,Moderate
133.44,22.71,62.72,4.91,26.05,28.1,Moderate
42.98,67.61,58.26,7.65,52.14,21.86,Healthy
123.17,93.55,22.41,7.18,54.16,33.08,Moderate
14.37,7.67,47.75,4.82,35.63,38.56,Poor
59.62,42.32,43.79,6.19,65.83,37.43,Moderate
68.95,42.7,33.28,8.4,31.77,24.25,Healthy
70.18,12.64,52.64,8.22,15.21,21.49,Poor
40.49,27.33,143.42,7.33,74.39,38.16,Moderate
97.46,58.18,78.82,7.26,59.13,31.19,Healthy
72.85,69.16,27.72,6.71,46.35,29.44,Healthy
81.51,76.28,114.84,5.82,34.55,15.45,Moderate
25.86,29.92,116.03,7.69,27.36,38.48,Moderate
62.6,80.81,72.69,7.35,34.94,16.91,Moderate
45.57,71.22,138.1,7.01,63.83,15.38,Moderate
116.41,84.38,64.83,6.48,13.67,19.72,Moderate
17.91,74.48,120.98,4.93,74.51,37.67,Moderate
90.68,97.94,132.96,5.39,76.78,26.96,Poor
31.68,24.01,104.21,8.45,41.17,30.47,Moderate
52.03,85.32,21.7,6.83,51.04,15.03,Moderate
141.68,97.56,72.78,7.4,69.41,18.15,Moderate
21.85,70.48,86.13,7.22,50.04,34.61,Moderate
31.69,25.48,39.37,6.17,63.17,37.45,Healthy
66.18,62.19,47.8,6.4,75.86,22.27,Healthy
120.31,9.01,55.06,7.14,64.32,30.99,Healthy
131.69,82.97,94.54,5.89,35.46,31.61,Moderate
101.92,42.49,62.64,5.21,10.02,27.46,Healthy
126.32,77.82,149.12,7.18,26.37,33.29,Moderate
125.99,65.89,74.85,6.97,11.81,22.16,Healthy
32.08,44.27,134.49,5.25,14.97,35.98,Poor
131.51,55.48,59.6,6.22,56.13,37.44,Healthy
36.52,90.71,100.32,7.45,16.08,39.8,Poor
83.95,39.4,62.85,5.67,21.41,15.94,Moderate
47.02,52.18,101.68,7.43,51.69,18.13,Moderate
70.42,68.4,112.76,5.8,74.99,36.48,Moderate
129.24,68.32,65.0,8.24,73.1,37.37,Moderate
134.76,92.08,113.22,5.3,47.7,31.63,Moderate
118.27,52.04,79.37,8.48,41.65,18.51,Healthy
109.36,39.44,41.04,7.01,76.81,23.45,Healthy
62.12,49.22,104.76,6.08,39.76,33.92,Healthy
147.92,35.07,89.87,7.68,24.85,37.09,Moderate
59.69,15.55,8.61,4.63,65.83,33.22,Moderate
121.09,76.53,60.24,8.23,71.46,24.41,Moderate
118.21,82.87,75.83,4.98,33.38,41.7,Moderate
110.23,78.6,137.23,5.31,77.79,28.99,Moderate
114.25,35.23,52.76,5.94,34.36,16.69,Moderate
53.34,66.5,135.79,4.67,11.16,30.99,Poor
107.95,62.78,146.09,5.42,43.69,39.73,Moderate
96.45,59.83,140.26,5.86,21.0,18.49,Moderate
125.06,86.41,38.91,6.33,50.94,18.75,Moderate
128.83,44.79,130.2,7.54,30.65,34.35,Moderate
113.7,34.57,41.79,7.79,57.46,34.97,Healthy
53.83,73.61,108.57,5.83,28.93,26.65,Moderate
113.47,23.39,131.77,5.52,68.77,19.21,Moderate
113.52,58.33,100.91,8.4,13.68,19.03,Moderate
21.07,54.37,121.41,4.72,64.56,26.69,Moderate
141.8,41.36,147.77,6.73,79.3,32.06,Poor
58.49,81.32,75.61,5.74,43.48,38.54,Moderate
112.52,21.51,126.6,6.23,15.8,18.97,Moderate
19.26,69.28,42.35,4.89,35.6,38.41,Poor
98.02,51.19,111.31,4.8,71.79,19.8,Moderate
12.99,39.42,13.47,5.17,61.73,25.93,Poor
10.97,66.16,107.53,8.11,20.82,38.14,Poor
109.22,58.54,42.96,6.33,23.88,34.38,Healthy
108.5,23.2,41.63,8.1,43.02,29.88,Healthy
144.21,24.67,95.93,7.6,32.36,23.34,Moderate
135.55,14.44,27.82,6.14,65.89,27.28,Moderate
47.88,44.93,69.59,7.41,70.81,23.67,Healthy
109.2,71.63,116.21,6.8,11.03,32.71,Moderate
95.72,63.09,45.79,4.89,23.25,20.84,Healthy
34.31,28.23,14.96,5.58,79.85,28.81,Poor
58.22,73.45,73.07,4.62,48.32,23.21,Moderate
89.97,21.46,74.97,5.27,30.92,33.55,Moderate
41.87,44.63,15.61,7.25,47.73,36.97,Moderate
84.91,99.45,39.96,7.47,40.26,25.15,Healthy
112.41,95.78,114.56,5.82,45.69,20.86,Moderate
96.83,43.25,38.08,4.58,74.77,17.13,Moderate
56.1,23.09,76.65,5.28,61.53,21.07,Moderate
35.96,25.6,48.15,7.07,24.67,33.81,Moderate
70.22,23.72,39.81,6.61,36.5,28.87,Healthy
123.76,9.35,62.07,6.16,27.56,26.93,Moderate
89.33,60.57,102.13,4.81,42.2,35.46,Moderate
73.71,67.37,90.62,6.36,15.52,32.1,Healthy
84.83,5.54,34.99,4.75,49.92,15.41,Poor
127.94,95.01,146.46,5.41,44.66,39.06,Poor
106.23,33.38,125.92,6.8,61.1,41.17,Moderate
149.65,52.96,27.71,6.98,55.07,30.45,Healthy
69.09,60.25,82.44,8.28,68.63,25.63,Healthy
89.92,58.78,79.05,4.73,59.88,34.74,Healthy
77.79,90.65,147.67,7.75,74.95,28.16,Moderate
137.99,93.83,95.42,5.1,20.66,27.75,Poor
112.98,52.63,120.98,7.58,24.25,18.58,Moderate
108.82,35.44,140.05,7.97,41.59,30.67,Healthy
128.59,87.78,85.76,8.39,46.47,16.11,Poor
88.78,78.82,147.82,4.92,40.84,30.84,Moderate
133.4,73.01,38.53,7.94,56.5,39.17,Moderate
126.81,17.28,144.27,6.32,78.78,20.05,Moderate
121.06,33.96,11.5,8.48,31.25,17.17,Moderate
130.47,46.04,88.59,8.44,43.65,16.81,Moderate
106.77,72.51,33.16,6.68,35.85,16.35,Healthy
53.62,91.41,48.54,5.39,75.86,25.32,Moderate
141.68,88.62,73.22,6.04,19.64,20.15,Poor
42.54,49.68,58.96,7.7,30.77,26.46,Moderate
27.18,30.77,118.54,7.33,38.16,30.59,Healthy
74.17,90.05,62.23,7.39,25.3,26.72,Healthy
84.11,14.94,90.18,6.8,21.11,41.96,Moderate
22.95,90.05,76.27,5.39,17.9,33.88,Poor
115.62,68.98,65.88,5.19,65.27,38.52,Moderate
64.86,84.92,97.16,6.61,52.74,17.91,Healthy
27.56,74.04,145.64,6.53,13.78,16.84,Poor
75.43,67.48,27.46,4.63,61.06,18.95,Moderate
71.35,74.74,23.17,6.27,17.8,24.38,Moderate
137.74,70.18,8.35,5.04,30.57,39.18,Poor
114.59,63.66,27.13,8.22,66.57,21.46,Moderate
66.61,45.7,90.19,6.0,24.7,33.01,Moderate
104.86,47.03,75.56,4.7,41.93,36.61,Healthy
92.81,92.47,108.89,7.61,42.09,19.68,Moderate
137.71,67.62,136.87,6.97,41.81,18.64,Moderate
65.68,61.77,139.96,7.82,45.92,27.1,Healthy
14.66,38.36,147.29,7.46,46.73,38.28,Poor
13.23,95.97,106.45,4.55,59.39,17.24,Poor
99.54,33.58,35.75,7.01,40.38,16.74,Healthy
125.13,30.28,94.64,6.94,13.93,41.93,Moderate
72.67,24.51,68.33,6.91,10.21,23.1,Healthy
85.09,70.98,50.43,6.12,25.49,22.91,Healthy
106.23,37.04,45.54,5.69,52.89,30.14,Healthy
66.97,65.07,98.21,4.55,33.73,21.6,Healthy
126.08,31.17,51.01,6.65,48.32,36.9,Healthy
64.31,31.71,93.2,7.41,79.48,31.69,Healthy
78.7,17.64,148.1,7.24,21.55,27.41,Moderate
88.44,25.6,111.21,7.1,26.36,41.72,Moderate
142.81,30.22,69.06,8.08,38.44,40.78,Poor
38.06,73.78,91.93,5.88,60.25,15.65,Moderate
42.32,29.82,22.03,4.64,34.71,20.89,Moderate
28.6,19.94,124.81,4.88,60.74,16.46,Poor
15.69,47.01,60.37,6.68,59.19,23.36,Healthy
37.22,83.1,28.97,7.69,51.1,22.81,Moderate
54.0,40.21,90.71,8.42,32.28,40.43,Moderate
38.72,15.73,82.16,8.41,43.94,36.6,Moderate
76.16,85.75,122.85,7.24,53.08,28.99,Healthy
143.95,57.95,53.89,8.03,56.2,30.07,Moderate
105.5,38.14,66.02,5.28,69.85,32.97,Moderate
125.4,35.15,149.34,5.93,34.76,40.94,Moderate
101.71,93.68,95.36,5.49,37.35,38.19,Moderate
78.52,72.35,29.15,6.1,68.76,40.41,Moderate
55.4,21.39,8.4,5.01,68.5,27.3,Moderate
50.83,78.69,120.05,5.95,73.1,27.5,Moderate
46.57,90.48,27.18,8.48,52.93,39.71,Poor
35.04,41.97,131.62,7.85,71.03,22.57,Moderate
96.47,42.01,51.51,6.58,60.05,29.0,Healthy
42.27,81.71,146.78,5.95,69.45,38.32,Moderate
46.47,72.0,141.07,7.46,12.1,31.32,Moderate
118.98,63.72,9.17,4.98,66.11,28.18,Moderate
144.12,44.42,124.15,4.64,68.87,38.19,Poor
60.69,34.4,136.94,7.61,51.86,26.78,Healthy
137.69,75.99,65.44,6.49,16.89,36.89,Moderate
127.84,38.79,49.9,5.51,22.14,40.59,Moderate
116.26,46.17,20.97,5.06,59.69,20.48,Healthy
58.7,95.92,89.27,7.73,17.27,23.92,Moderate
135.38,81.99,109.9,6.85,28.83,30.81,Moderate
17.11,24.22,80.15,4.51,26.26,19.11,Moderate
58.37,86.54,142.38,5.16,26.18,37.87,Poor
34.17,75.43,17.39,7.09,28.6,35.24,Moderate
82.71,22.0,63.32,6.56,79.72,27.97,Healthy
31.17,57.75,36.93,8.02,68.38,18.47,Moderate
92.37,71.17,41.49,7.01,42.39,28.02,Healthy
87.18,59.16,107.92,6.31,60.58,28.12,Healthy
102.79,30.0,83.55,6.37,31.15,16.68,Healthy
81.43,5.93,61.53,5.98,54.36,41.66,Moderate
130.12,97.63,142.89,4.8,29.74,23.02,Poor
19.94,85.43,134.82,6.92,72.37,34.29,Poor
71.68,19.24,143.98,7.27,34.79,18.47,Moderate
121.86,81.19,83.74,8.5,37.05,40.44,Moderate
98.24,74.96,137.98,7.82,30.21,38.42,Moderate
85.56,9.26,102.7,6.5,47.56,26.11,Healthy
18.97,22.12,114.69,5.44,53.94,29.63,Moderate
41.0,31.65,60.62,8.02,75.89,25.44,Moderate
16.46,62.09,65.55,6.47,40.94,32.67,Healthy
52.62,89.8,66.08,5.87,74.61,24.67,Moderate
21.63,19.76,108.57,6.75,47.42,17.21,Moderate
32.97,42.64,69.96,6.01,45.19,34.81,Healthy
99.0,63.07,85.88,5.3,52.32,19.28,Healthy
109.81,47.97,89.31,7.95,36.12,17.69,Healthy
134.8,39.67,63.95,5.68,39.41,29.07,Healthy
128.06,73.42,79.43,7.56,69.35,16.57,Moderate
92.91,9.11,49.68,7.55,65.39,38.86,Moderate
79.75,12.99,23.38,5.48,36.05,29.22,Moderate
100.43,20.44,32.4,5.19,62.85,23.16,Healthy
33.34,45.98,40.89,5.98,67.68,24.02,Moderate
34.48,27.08,9.98,8.1,58.79,27.51,Poor
88.52,29.14,63.53,5.78,67.72,35.07,Moderate
49.74,77.41,18.62,5.31,17.45,21.43,Moderate
41.67,90.55,52.47,5.92,16.98,16.78,Poor
40.71,17.78,54.97,5.24,22.47,32.48,Moderate
141.89,6.19,107.31,7.14,50.95,33.69,Moderate
81.22,93.06,27.94,6.39,55.71,39.53,Moderate
78.24,97.81,100.19,7.3,67.27,34.82,Moderate
83.17,78.4,10.18,8.23,67.62,32.22,Moderate
19.63,33.02,41.78,5.53,57.05,38.66,Moderate
105.43,41.93,145.54,7.95,57.98,25.73,Healthy
105.74,43.76,27.5,6.98,58.87,24.43,Healthy
140.1,86.15,89.51,4.74,11.21,32.28,Poor
123.93,52.53,8.41,5.08,24.79,31.95,Moderate
78.05,14.71,77.74,7.98,40.74,19.04,Moderate
90.92,93.29,21.81,5.13,49.68,24.18,Moderate
135.38,72.71,26.33,7.98,54.96,28.33,Moderate
45.92,66.72,135.28,4.65,36.26,40.26,Poor
63.61,8.41,19.71,7.26,59.01,18.11,Moderate
40.69,58.57,104.55,5.13,41.95,30.17,Moderate
16.96,26.26,138.24,8.02,32.57,38.44,Poor
98.56,98.25,145.1,6.97,42.75,18.84,Moderate
84.25,42.84,98.61,4.86,68.44,41.11,Moderate
39.31,65.11,121.28,6.72,75.48,28.82,Moderate
47.88,49.8,75.74,5.51,65.09,31.68,Moderate
61.85,45.06,58.9,6.29,46.97,23.94,Healthy
124.54,93.19,80.81,7.35,75.14,20.18,Moderate
36.56,11.9,69.1,5.82,49.24,27.18,Moderate
36.63,42.16,9.19,6.65,28.97,18.03,Moderate
19.22,72.87,40.86,7.14,67.09,28.5,Moderate
28.63,63.38,15.38,7.77,63.31,25.86,Moderate
47.67,72.41,87.25,5.08,63.14,24.02,Moderate
135.14,83.8,44.99,5.52,37.85,36.72,Moderate
28.29,35.02,100.57,4.63,13.91,35.58,Poor
83.13,57.97,41.09,6.63,48.15,26.17,Healthy
145.02,9.68,65.16,7.93,24.44,40.24,Poor
69.57,19.88,18.5,5.81,74.38,40.36,Moderate
88.86,16.23,71.21,6.17,26.17,17.05,Moderate
63.42,40.33,107.08,6.08,10.92,15.54,Moderate
106.25,67.77,28.25,7.96,56.38,19.16,Moderate
50.27,97.5,64.12,5.45,46.69,20.55,Moderate
120.84,80.46,121.12,6.97,58.58,23.68,Moderate
133.04,18.7,41.9,8.47,77.23,28.71,Moderate
79.88,16.1,100.65,4.62,32.0,26.3,Moderate
135.16,97.0,146.23,7.7,30.3,16.22,Poor
69.59,33.25,100.0,5.98,72.35,25.1,Moderate
62.92,77.12,90.55,5.52,57.37,30.2,Healthy
24.57,49.39,138.21,5.35,39.02,22.45,Moderate
85.17,97.64,49.93,7.83,68.68,22.0,Moderate
118.16,98.87,143.33,6.92,20.62,18.22,Moderate
47.35,62.12,61.0,7.3,65.14,19.87,Moderate
136.74,10.75,43.41,7.76,22.86,20.94,Moderate
146.59,91.67,122.85,5.2,27.86,21.35,Poor
36.48,97.19,29.07,7.49,13.57,29.68,Moderate
19.92,10.87,38.38,8.2,54.72,32.59,Poor
51.67,73.74,103.83,6.35,57.78,38.41,Moderate
144.45,99.68,75.81,4.63,26.04,20.31,Poor
52.08,39.25,101.96,6.6,55.48,41.24,Moderate
16.87,6.37,101.5,6.69,43.79,38.04,Poor
32.24,59.49,140.13,6.28,50.59,16.89,Poor
58.89,8.93,87.99,6.86,76.56,32.24,Moderate
10.42,84.16,52.8,7.36,28.48,35.53,Moderate
139.85,12.54,83.93,6.66,30.05,24.23,Moderate
104.66,32.8,9.44,7.58,53.76,21.76,Healthy
144.62,90.35,144.83,6.55,26.46,19.69,Poor
142.79,89.63,112.44,6.54,36.91,33.99,Moderate
11.33,54.81,103.41,7.52,41.58,35.12,Moderate
23.42,27.16,25.97,5.86,34.09,25.1,Moderate
75.22,46.45,76.12,7.51,19.94,24.47,Healthy
10.02,7.68,92.93,8.0,31.41,25.85,Poor
39.38,18.57,133.19,6.79,59.34,38.81,Moderate
92.38,22.13,108.43,7.49,38.98,31.65,Healthy
77.84,36.63,102.5,5.49,32.92,25.95,Moderate
96.05,85.96,94.16,7.4,30.49,30.86,Healthy
24.54,49.01,105.03,5.22,73.15,26.26,Moderate
103.96,49.64,111.18,6.84,18.58,39.97,Moderate
102.41,49.85,103.11,5.54,63.83,26.1,Healthy
122.7,31.04,119.59,8.13,78.66,35.97,Moderate
108.56,54.39,20.33,6.74,49.43,16.75,Healthy
106.69,19.15,91.51,6.39,71.25,21.27,Healthy
33.97,57.36,71.74,5.15,52.96,39.46,Poor
113.64,24.91,39.57,6.73,57.43,41.43,Healthy
24.67,56.9,148.17,4.94,78.08,27.48,Poor
110.43,45.4,126.95,8.13,21.67,35.18,Moderate
12.9,31.3,85.09,6.91,35.57,22.3,Healthy
34.03,27.77,23.88,5.54,67.49,22.76,Moderate
137.08,28.3,76.33,5.17,11.2,31.89,Poor
57.29,37.78,64.12,7.61,37.98,17.33,Moderate
49.03,59.73,149.06,5.07,32.64,28.11,Moderate
142.25,15.3,120.1,7.39,31.45,35.89,Moderate
90.48,21.28,46.43,5.81,32.61,35.15,Moderate
102.44,82.89,79.07,5.9,14.74,36.45,Moderate
20.47,33.64,101.99,7.56,14.8,31.41,Moderate
29.2,76.94,110.83,7.49,14.46,30.1,Moderate
43.72,52.1,148.46,4.86,51.58,19.45,Moderate
81.41,54.49,71.15,7.06,78.19,36.74,Healthy
144.19,23.0,149.02,5.72,12.39,26.78,Poor
44.47,77.4,17.61,6.69,30.26,20.58,Moderate
132.59,53.97,52.19,7.48,69.72,26.94,Healthy
35.5,99.46,57.05,5.32,17.23,18.34,Moderate
142.03,94.93,78.65,7.27,68.28,30.05,Moderate
103.38,96.86,30.02,5.06,62.71,33.99,Moderate
36.03,33.73,104.36,6.48,72.54,37.6,Moderate
78.2,68.35,98.3,4.87,39.79,26.88,Healthy
135.63,89.1,13.36,7.88,52.82,15.44,Poor
63.43,89.37,56.94,7.21,49.6,30.93,Healthy
77.31,50.82,135.88,6.16,23.4,26.33,Healthy
112.61,50.15,111.15,5.46,50.79,38.34,Moderate
84.1,65.5,103.43,7.46,34.52,31.92,Healthy
68.26,42.14,73.9,6.13,11.81,35.03,Healthy
91.81,18.07,42.89,6.94,46.26,34.53,Healthy
78.49,85.24,16.23,6.95,36.01,23.28,Moderate
142.11,87.06,31.64,4.73,70.71,19.57,Poor
139.96,31.35,64.69,4.68,47.63,20.1,Moderate
70.35,92.34,41.62,7.04,24.14,31.47,Healthy
50.48,69.75,116.74,8.02,74.3,21.52,Moderate
28.06,9.61,109.45,5.25,66.01,41.05,Poor
30.72,31.92,80.99,6.22,39.82,20.86,Healthy
134.49,69.75,27.31,4.52,63.39,15.43,Moderate
133.26,55.3,139.86,7.59,72.6,35.08,Moderate
90.73,21.44,110.51,6.87,41.83,30.08,Healthy
42.52,43.42,23.01,6.14,42.69,38.16,Moderate
83.81,91.34,145.35,4.7,51.8,23.08,Poor
129.19,51.94,16.32,5.36,57.17,17.15,Moderate
63.07,87.8,9.23,7.28,57.28,23.66,Moderate
25.78,14.73,145.54,7.21,36.32,37.51,Poor
24.47,17.06,33.65,7.55,38.62,32.35,Moderate
42.54,78.84,121.24,6.15,24.65,32.01,Moderate
45.86,19.09,94.29,6.55,64.84,22.89,Healthy
41.54,65.85,106.65,6.15,40.97,18.34,Moderate
75.72,96.33,21.49,6.77,11.29,23.79,Moderate
116.56,58.88,16.76,6.31,15.54,25.09,Moderate
117.65,29.53,70.74,6.5,69.73,18.28,Healthy
87.06,7.93,18.53,5.38,60.38,16.11,Poor
142.31,45.63,126.6,5.39,33.65,34.63,Moderate
63.09,53.21,122.34,7.1,68.51,17.34,Moderate
95.13,62.11,93.03,6.86,60.67,37.79,Healthy
42.14,14.93,15.73,5.13,55.92,26.25,Poor
58.93,91.45,135.53,6.66,42.1,22.3,Moderate
74.39,44.04,6.01,7.53,40.7,21.02,Healthy
103.28,47.53,50.49,5.42,14.14,28.58,Healthy
62.56,8.83,122.8,7.73,44.3,37.65,Moderate
77.34,21.05,80.05,5.75,41.67,41.21,Moderate
59.77,25.51,23.64,8.04,11.05,39.5,Poor
18.65,76.5,47.58,5.5,22.6,18.63,Moderate
19.27,19.73,90.33,6.78,29.68,33.36,Moderate
117.75,98.12,68.77,6.0,78.12,40.44,Poor
139.77,62.83,94.57,8.21,43.59,20.76,Moderate
147.94,85.0,13.13,4.95,71.75,23.13,Poor
107.49,16.19,29.73,7.49,78.55,28.56,Moderate
16.01,27.26,35.84,8.24,39.34,40.59,Poor
130.34,47.83,8.6,8.39,10.71,38.12,Poor
67.85,33.62,64.2,5.93,58.24,30.46,Healthy
45.97,55.11,63.72,8.18,72.47,31.67,Moderate
145.15,40.64,17.76,4.69,68.34,25.35,Poor
130.44,48.58,6.62,6.61,51.62,27.19,Healthy
127.32,66.18,57.89,7.38,32.37,37.64,Moderate
49.21,68.33,65.19,4.9,54.08,25.34,Healthy
98.8,56.29,11.03,5.32,59.03,27.63,Healthy
75.31,5.23,48.91,7.18,72.09,30.5,Healthy
85.69,49.68,103.38,7.69,25.45,34.28,Moderate
44.14,8.02,15.83,4.69,29.61,18.43,Poor
21.93,19.02,10.54,5.87,67.6,29.95,Moderate
19.1,40.62,67.33,5.19,36.11,24.09,Moderate
79.13,71.24,74.43,4.8,13.87,38.97,Poor
107.27,67.43,137.41,6.67,15.16,34.29,Moderate
32.72,68.29,63.1,4.61,13.89,25.6,Poor
93.24,21.24,20.48,6.0,66.29,36.17,Moderate
105.78,45.41,69.08,5.4,19.6,15.43,Moderate
130.42,52.14,5.44,6.62,28.08,26.54,Moderate
104.14,81.93,106.57,8.09,26.43,32.86,Moderate
134.58,34.31,120.92,8.26,55.07,19.44,Moderate
46.52,69.6,130.6,4.6,32.84,21.31,Moderate
69.09,78.01,77.91,6.57,52.63,28.92,Healthy
106.36,15.17,8.31,7.81,43.52,23.06,Moderate
73.6,66.76,22.65,6.59,17.75,38.21,Moderate
88.73,82.03,109.55,7.76,33.93,18.77,Moderate
134.82,89.04,133.07,8.46,51.73,28.84,Poor
121.63,15.46,118.54,7.75,50.4,25.47,Moderate
101.87,91.93,27.9,5.74,57.0,37.5,Moderate
101.29,61.13,17.43,6.23,72.31,24.76,Healthy
63.34,38.97,57.6,6.12,64.14,27.29,Healthy
94.99,47.03,131.71,5.21,18.6,26.01,Moderate
146.4,71.48,94.36,6.06,30.66,40.83,Moderate
69.77,72.55,122.51,7.13,26.28,22.78,Moderate
13.22,97.09,126.02,6.12,72.47,19.15,Poor
15.89,17.85,133.1,5.14,14.77,20.01,Poor
68.11,52.16,39.21,7.72,77.19,22.85,Healthy
140.35,82.7,133.47,4.74,68.38,30.82,Poor
15.36,76.6,40.05,7.69,53.82,28.29,Moderate
13.27,89.52,26.4,7.82,58.17,16.88,Poor
85.91,96.37,138.81,5.09,22.12,19.15,Poor
115.86,20.27,14.36,6.06,77.68,23.32,Moderate
111.39,18.68,95.07,6.82,73.29,34.35,Moderate
26.91,43.46,5.08,5.46,77.99,27.31,Poor
131.46,7.25,132.61,8.06,55.74,18.14,Poor
132.64,90.49,34.15,8.26,71.67,20.53,Moderate
65.13,36.98,77.24,8.06,71.2,19.74,Moderate
87.16,55.73,70.31,7.36,55.22,22.43,Healthy
58.74,89.39,52.24,6.28,78.1,38.15,Poor
107.85,33.88,96.17,7.07,38.81,15.98,Healthy
61.31,53.27,142.77,7.41,17.55,23.14,Moderate
83.04,47.86,5.74,8.24,73.28,39.94,Poor
70.0,84.17,107.74,6.55,15.4,19.53,Moderate
43.35,90.11,101.48,8.43,49.65,17.29,Moderate
76.89,15.62,135.7,5.61,23.81,28.81,Moderate
122.99,53.48,10.54,7.47,12.38,31.32,Moderate
96.37,24.81,69.75,4.52,29.86,31.72,Moderate
49.78,9.52,102.77,7.47,70.41,38.64,Moderate
79.48,43.7,89.95,7.67,43.27,41.87,Healthy
99.25,34.27,120.09,5.1,75.51,24.19,Moderate
105.91,64.4,18.9,7.39,31.83,25.29,Healthy
23.51,81.96,129.74,5.04,66.88,39.25,Poor
23.62,99.76,5.66,7.87,49.08,40.85,Poor
57.33,39.28,126.85,7.34,52.04,32.4,Moderate
105.57,9.54,22.08,5.23,22.38,37.76,Moderate
65.23,51.5,17.96,7.98,10.72,17.25,Moderate
123.7,17.41,120.04,5.9,64.33,16.36,Moderate
57.78,50.72,95.73,7.84,27.11,32.79,Moderate
31.25,80.54,140.32,4.69,15.59,36.26,Poor
133.23,66.58,71.87,7.58,30.98,41.78,Moderate
128.72,89.28,128.96,8.23,14.51,39.53,Poor
44.8,39.12,58.73,5.43,40.69,28.65,Healthy
30.81,39.15,55.48,7.2,50.65,34.33,Healthy
119.75,68.37,39.98,6.51,42.66,17.0,Healthy
135.23,13.69,146.58,4.63,61.08,22.76,Poor
136.66,83.28,8.63,4.59,52.22,19.04,Poor
11.98,96.94,96.77,4.54,44.34,19.25,Poor
122.73,7.72,58.78,5.45,78.66,17.11,Moderate
110.78,50.41,123.39,5.36,69.87,40.66,Moderate
39.84,28.06,144.73,6.24,68.47,37.75,Moderate
53.52,21.98,58.15,6.87,44.8,34.89,Moderate
86.83,81.52,20.07,6.26,11.12,18.26,Moderate
56.41,90.64,60.12,5.59,56.96,33.99,Moderate
77.39,32.41,48.76,5.24,35.38,19.54,Healthy
100.01,90.0,41.87,5.47,72.87,30.34,Moderate
112.17,89.47,101.42,7.47,37.09,40.33,Moderate
108.55,11.81,91.31,4.88,46.55,17.39,Moderate
97.81,48.35,85.2,7.1,27.52,23.63,Healthy
77.49,58.8,138.93,5.91,51.42,39.91,Moderate
110.5,36.19,65.13,8.02,40.64,21.81,Healthy
83.23,22.67,89.4,8.47,77.85,31.57,Moderate
134.08,82.44,142.85,7.99,72.99,21.2,Moderate
32.12,9.18,100.6,8.23,79.57,38.01,Poor
126.34,54.29,70.53,7.06,11.59,36.45,Moderate
102.05,21.15,97.18,6.9,65.16,37.61,Moderate
45.48,82.38,31.4,6.08,44.49,36.73,Moderate
136.15,6.64,111.9,8.01,76.8,22.23,Poor
34.21,52.4,135.65,5.76,45.35,41.88,Poor
73.84,64.68,149.36,5.97,29.11,22.63,Moderate
96.38,20.46,28.86,5.54,47.87,37.79,Moderate
84.1,79.35,143.85,7.46,55.0,15.22,Moderate
72.78,30.46,79.3,8.3,32.43,19.34,Moderate
125.63,99.11,118.11,5.05,48.55,25.94,Moderate
98.68,68.52,122.03,5.46,77.53,20.8,Moderate
27.37,83.74,72.17,6.46,32.31,16.25,Moderate
37.1,77.36,37.54,8.47,65.04,37.91,Moderate
132.26,73.3,72.6,8.17,39.86,17.59,Moderate
93.5,15.03,100.03,8.49,57.26,20.68,Moderate
29.3,38.86,26.14,6.78,64.82,32.77,Moderate
96.41,46.38,30.05,7.05,39.35,23.25,Healthy
102.3,40.96,29.41,6.43,30.24,34.8,Moderate
16.59,86.02,71.9,4.56,19.34,40.53,Poor
85.18,78.01,133.0,5.78,48.28,32.56,Moderate
127.82,44.91,143.0,6.93,71.17,17.25,Moderate
74.87,22.02,137.22,5.44,59.91,16.7,Moderate
38.12,35.39,118.37,5.5,67.18,36.29,Moderate
148.91,69.33,97.43,6.91,17.67,28.86,Moderate
129.21,6.98,23.36,6.9,69.29,23.3,Moderate
132.01,37.07,72.49,8.31,39.23,31.19,Healthy
140.97,30.12,18.33,8.33,49.19,41.08,Poor
131.34,61.49,73.34,6.42,21.62,27.25,Healthy
125.04,98.93,144.25,8.35,11.33,28.93,Poor
38.02,63.45,142.15,8.01,70.66,24.87,Moderate
80.16,31.78,85.31,5.71,66.61,27.54,Healthy
108.06,87.9,48.46,6.99,69.21,40.67,Moderate
32.83,69.73,68.11,5.64,21.04,30.81,Moderate
56.77,68.45,45.74,4.5,63.71,19.36,Moderate
45.35,27.36,54.62,6.44,66.87,32.56,Moderate
