year,state,crop,season,area,production,annual_rainfall,fertilizer,pesticide,yield
2003,Bihar,Barley,Rabi,21446.0,24007.0,1353.9,2122725.08,5147.04,1.146571
2022,Jharkhand,Moong(Green Gram),Kharif,27663.21,19948.1,1184.2,4822199.01,10897.73,0.721106
2012,Karnataka,Gram,Rabi,969072.0,623101.0,956.2,146136057.6,300412.32,0.596538
2007,Tamil Nadu,Gram,Whole Year,6800.0,4587.0,1067.2,907120.0,1088.0,0.5575
2011,Tamil Nadu,Groundnut,Kharif,249079.0,548503.0,926.5,41725714.08,82196.07,2.228
2006,Bihar,Arhar/Tur,Kharif,35631.0,44278.0,1052.8,4550435.01,7838.82,1.1325
2001,Chhattisgarh,Castor seed,Kharif,113.0,31.0,1550.0,11540.69,29.38,0.232857
2001,Nagaland,Moong(Green Gram),Kharif,3000.0,2000.0,1532.0,306390.0,780.0,0.745
2011,Punjab,Peas & beans (Pulses),Rabi,2800.0,3500.0,705.2,469056.0,924.0,1.16
2006,Odisha,Ragi,Autumn,24822.0,15419.0,1716.9,3170017.62,5460.84,0.5665
2004,Bihar,Sannhamp,Whole Year,4388.0,3532.0,1147.8,475395.92,921.48,0.832963
2023,Karnataka,Sesamum,Kharif,59560.32,43763.32,1219.3,9760739.28,16242.78,0.734773
2015,West Bengal,Small millets,Autumn,1720.0,914.0,1717.0,271605.2,567.6,0.5275
2017,Telangana,Cashewnut,Kharif,1578.0,478.0,815.7,248440.32,599.64,0.2925
2012,Karnataka,Niger seed,Kharif,11639.0,2791.0,956.2,1755161.2,3608.09,0.2492
2008,Tamil Nadu,Urad,Whole Year,263671.0,82983.0,1201.9,37715499.84,23730.39,0.666667
2001,Chhattisgarh,Sweet potato,Whole Year,2402.0,14001.0,1550.0,245316.26,624.52,5.834375
2001,Karnataka,Groundnut,Kharif,854741.0,585707.0,1002.9,87294698.33,222232.66,0.843846
2023,Gujarat,Dry chillies,Whole Year,8520.19,12984.97,653.6,1162052.81,2262.26,1.524022
2011,Kerala,Coconut,Whole Year,820866.94,5940564000.0,3035.1,137511629.8,270886.09,6884.550714
2016,Madhya Pradesh,Barley,Kharif,116100.0,384790.0,1048.4,17792325.0,40635.0,3.232105
2015,Chhattisgarh,Small millets,Kharif,112804.0,18694.0,1136.0,17812879.64,37225.32,0.17963
2013,Tamil Nadu,Horse-gram,Kharif,13732.0,8570.0,740.9,1984136.68,3707.64,0.595455
2010,Bihar,Sugarcane,Whole Year,250672.0,11827664.0,629.2,41639125.92,60161.28,53.239211
2001,Madhya Pradesh,Safflower,Rabi,321.0,83.0,955.0,32783.73,83.46,0.266111
2004,Andhra Pradesh,Coconut,Whole Year,103869.0,1199311362.0,781.8,11253167.46,21812.49,10469.71389
2002,Chhattisgarh,Sannhamp,Whole Year,1672.0,492.0,1001.4,158288.24,418.0,0.2975
2006,Andhra Pradesh,Arhar/Tur,Kharif,395644.0,157669.0,845.2,50527695.24,87041.68,0.420455
2022,Jharkhand,Sugarcane,Whole Year,698.03,46813.96,1283.5,111318.0,169.18,67.065556
2024,Madhya Pradesh,Ragi,Kharif,513.44,152.97,875.2,71546.94,139.77,0.297922
2005,Mizoram,Soyabean,Kharif,1450.0,2820.0,2075.4,173884.0,304.5,1.46875
2024,Puducherry,Ragi,Kharif,29.76,77.82,1516.0,4390.29,7.72,2.614744
2022,Haryana,Gram,Rabi,80276.97,93087.58,400.2,11281748.82,22332.49,1.15958
2012,Tamil Nadu,Arhar/Tur,Kharif,42065.0,33105.0,706.8,6343402.0,13040.15,0.677241
2002,Himachal Pradesh,Turmeric,Whole Year,125.0,65.0,890.8,11833.75,31.25,0.418571
2016,Manipur,Ginger,Kharif,5620.0,52433.0,2039.8,861265.0,1967.0,11.481111
2024,Uttarakhand,Peas & beans (Pulses),Rabi,4771.55,3364.89,1206.1,677414.07,1512.14,0.705198
2019,Madhya Pradesh,Linseed,Rabi,51519.0,44667.0,1446.7,8848903.44,19062.03,1.116531
2005,Punjab,Rapeseed &Mustard,Rabi,49000.0,54000.0,566.7,5876080.0,10290.0,1.184706
2024,Uttarakhand,Moth,Kharif,747.49,449.59,1442.3,123162.61,288.27,0.601466
2022,Puducherry,Coriander,Rabi,2.49,2.04,1246.1,384.4,0.59,0.821313
2006,Sikkim,Maize,Kharif,40850.0,64890.0,2270.2,5216953.5,8987.0,1.605
2003,Assam,Jute,Kharif,64027.0,665268.0,2213.7,6337392.46,15366.48,10.262609
2026,Tripura,Other  Rabi pulses,Rabi,918.54,940.42,2002.2,138425.57,280.14,1.023821
2014,Assam,Sesamum,Kharif,12172.0,9232.0,1899.0,1837485.12,4016.76,0.685185
2009,Chhattisgarh,Ragi,Kharif,8889.0,2202.0,956.9,1385083.98,1511.13,0.2075
2002,Rajasthan,Jowar,Kharif,558791.46,529506.44,580.8,98125.78,3003.03,0.947592
2015,Chhattisgarh,Safflower,Rabi,734.0,247.0,1136.0,115905.94,242.22,0.3275
2023,West Bengal,Niger seed,Kharif,4742.14,2910.85,1700.8,594455.12,1122.98,0.613827
2025,Kerala,Jowar,Kharif,1463.77,1329.51,2700.3,213067.59,327.72,0.908274
2017,Puducherry,Moong(Green Gram),Rabi,3.0,3.0,1582.4,472.32,1.14,1.0
2026,Jharkhand,Peas & beans (Pulses),Rabi,32752.12,59544.88,1155.6,7173624.35,14409.01,1.818047
2025,Karnataka,Peas & beans (Pulses),Kharif,2531.21,28063.43,1322.6,400240.97,738.94,11.086969
2007,Jammu and Kashmir,Onion,Kharif,131.0,114.0,1042.2,17475.4,20.96,0.92
2002,West Bengal,Linseed,Rabi,8859.0,3691.0,1629.1,838681.53,2214.75,0.306667
2017,Chhattisgarh,Rapeseed &Mustard,Rabi,41422.0,18348.0,1124.5,6521479.68,15740.36,0.424444
2012,Madhya Pradesh,Barley,Kharif,80682.0,108598.0,1049.5,12166845.6,25011.42,1.715
2007,Chhattisgarh,Jowar,Kharif,7709.0,7232.0,1246.2,1028380.6,1233.44,0.928889
2015,Maharashtra,Sesamum,Kharif,28141.0,3511.0,875.7,4443745.31,9286.53,0.134667
2018,Telangana,Bajra,Kharif,519.0,258.0,1350.3,84181.8,181.65,0.455714
2001,Madhya Pradesh,Sweet potato,Whole Year,3707.0,21068.0,955.0,378595.91,963.82,5.656818
2010,Himachal Pradesh,Moong(Green Gram),Kharif,433.0,202.0,1319.8,71925.63,103.92,0.505714
2015,Chhattisgarh,Barley,Rabi,1057.0,666.0,1136.0,166910.87,348.81,0.70375
2021,Madhya Pradesh,Niger seed,Kharif,73242.76,26667.04,1221.6,10840381.62,21352.87,0.364091
2022,Uttar Pradesh,Wheat,Rabi,8167362.2,30566431.37,828.7,1302635961.95,2746381.92,3.74251
2003,Gujarat,Small millets,Kharif,6800.0,2100.0,902.5,673064.0,1632.0,0.272857
2007,Himachal Pradesh,Soyabean,Kharif,626.0,1052.0,1095.4,83508.4,100.16,1.575
2023,Bihar,Sannhamp,Kharif,2322.89,1698.93,1271.1,293744.58,532.97,0.731386
2009,Assam,Potato,Whole Year,82629.0,600153.0,1727.1,12875250.78,14046.93,7.163704
2023,Chhattisgarh,Sesamum,Kharif,23562.42,10021.53,1260.5,2760015.7,5530.61,0.425318
2018,West Bengal,Small millets,Autumn,261.0,256.0,2012.6,42334.2,91.35,0.696667
2012,Chhattisgarh,Sannhamp,Whole Year,1239.0,420.0,1366.8,186841.2,384.09,0.314783
2009,Himachal Pradesh,Rapeseed &Mustard,Rabi,8586.0,2329.0,969.9,1337870.52,1459.62,0.340909
2002,West Bengal,Coconut,Whole Year,24976.0,324194500.0,1629.1,2364477.92,6244.0,12229.29167
2009,Andhra Pradesh,Mango,Whole Year,98463.39,534992.77,898.7,9586.84,639.66,5.433418
2010,Assam,Niger seed,Kharif,7811.0,4020.0,2578.5,1297485.21,1874.64,0.5284
2014,Jammu and Kashmir,Tobacco,Kharif,1.0,0.0,1278.4,150.96,0.33,0.4
2026,Maharashtra,Wheat,Rabi,999638.03,1850454.75,1303.1,166058788.67,269807.04,1.851125
2012,Andhra Pradesh,Sesamum,Kharif,25000.0,6000.0,968.7,3770000.0,7750.0,0.2
2003,Assam,Mustard,Rabi,582960.29,698203.43,2546.0,40819.55,5920.68,1.197686
2016,Uttar Pradesh,Sesamum,Kharif,271079.0,58123.0,965.3,41542856.75,94877.65,0.214091
2012,Manipur,Soyabean,Kharif,4855.0,3941.0,1176.7,732134.0,1505.05,0.793333
2017,Uttarakhand,Potato,Kharif,7861.0,79562.0,1475.8,1237635.84,2987.18,11.02
2022,Madhya Pradesh,Banana,Whole Year,20707.91,951447.6,1011.6,2681867.97,5704.27,45.946097
2005,Jammu and Kashmir,Rice,Kharif,259014.0,556774.0,1721.8,31060958.88,54392.94,2.040833
2016,Maharashtra,Groundnut,Kharif,235080.0,286827.0,1151.1,36026010.0,82278.0,0.95625
2004,Chhattisgarh,Rice,Kharif,3843825.0,4586818.0,1122.8,416440000.5,807203.25,1.160625
2009,Kerala,Sesamum,Kharif,608.0,206.0,2821.5,94738.56,103.36,0.28
2002,Meghalaya,Sesamum,Kharif,1629.0,858.0,4355.3,154217.43,407.25,0.597143
2020,Odisha,Onion,Rabi,73302.27,1396043.3,1351.6,23059.03,785.64,19.045022
2007,Chhattisgarh,Ginger,Whole Year,1836.0,2037.0,1246.2,244922.4,293.76,1.184706
2011,Assam,Peas & beans (Pulses),Rabi,21151.0,13602.0,1743.4,3543215.52,6979.83,0.645926
2002,Chhattisgarh,Soyabean,Kharif,15155.0,8335.0,1001.4,1434723.85,3788.75,0.598
2008,Maharashtra,Wheat,Rabi,1021800.0,1516400.0,1052.8,146158272.0,91962.0,1.431667
2016,Puducherry,Sugarcane,Kharif,1677.0,209625.0,1391.3,257000.25,586.95,125.0
2024,Bihar,Sunflower,Rabi,15481.38,22748.05,1276.7,2314481.02,3720.2,1.469382
2019,Himachal Pradesh,Arhar/Tur,Kharif,77.0,50.0,1217.7,13225.52,28.49,0.69
2002,Assam,Tapioca,Whole Year,2835.0,13501.0,1973.6,268389.45,708.75,4.415
2009,Bihar,Barley,Rabi,10967.0,12421.0,889.3,1708877.94,1864.39,1.28129
2013,Assam,Urad,Rabi,54001.0,31319.0,1797.7,7802604.49,14580.27,0.575926
2009,Madhya Pradesh,Maize,Whole Year,812456.0,1018820.0,904.1,126596893.9,138117.52,1.0752
2015,Puducherry,Urad,Kharif,72.0,38.0,1980.6,11369.52,23.76,0.625
2011,Delhi,Maize,Kharif,38.0,843.0,641.4,6365.76,12.54,22.18
2024,Tripura,Rice,Kharif,157233.84,433613.88,2197.5,21991469.01,47958.59,2.757764
2026,Odisha,Other  Rabi pulses,Rabi,35439.97,15390.81,1538.3,5366176.0,11572.29,0.434278
2009,Uttar Pradesh,Mustard,Rabi,298087.42,394114.08,938.7,19643.06,1488.5,1.322143
2004,Maharashtra,Turmeric,Kharif,35524.0,174652.8,1371.7,4222.59,217.95,4.916473
2009,Odisha,Maize,Autumn,78682.0,169659.0,1330.3,12260229.24,13375.94,1.0184
2022,Maharashtra,Jowar,Kharif,2084763.67,1890598.05,1081.0,309393228.51,518416.49,0.906864
2004,Tripura,Cotton(lint),Kharif,1045.0,1555.0,2706.3,113215.3,219.45,1.4875
2022,Telangana,Banana,Kharif,1540.49,132561.53,1029.7,279436.54,619.46,86.05172
2008,Punjab,Sesamum,Kharif,8300.0,2800.0,691.3,1187232.0,747.0,0.2775
2001,Andhra Pradesh,Rapeseed &Mustard,Rabi,2452.0,790.0,928.4,250422.76,637.52,0.3275
2022,Andhra Pradesh,Cashewnut,Whole Year,124935.67,149057.4,869.8,19103125.03,35379.99,1.193073
2022,Nagaland,Maize,Kharif,34323.18,74291.94,1596.6,4941641.75,9063.42,2.164483
2000,Tripura,Sugarcane,Whole Year,1040.0,54100.0,2437.5,102096.8,270.4,52.375
2018,Tamil Nadu,Cotton(lint),Kharif,70023.0,151758.0,986.2,11357730.6,24508.05,2.13
2011,Jammu and Kashmir,Linseed,Kharif,8.0,5.0,887.6,1340.16,2.64,0.56
2003,Andhra Pradesh,Jowar,Kharif,274944.0,349245.0,826.0,27213957.12,65986.56,1.965
2014,Jharkhand,Sugarcane,Whole Year,713.0,37431.0,1156.6,107634.48,235.29,42.421
2010,Rajasthan,Maize,Kharif,466817.71,1503911.13,315.9,52400.28,1914.66,3.221624
2010,Odisha,Moong(Green Gram),Autumn,25378.0,6479.0,1291.9,4215539.58,6090.72,0.21375
2004,Haryana,Rice,Kharif,1024236.0,3010000.0,484.6,110965728.2,215089.56,2.832778
2015,Punjab,Wheat,Rabi,3508000.0,16077000.0,512.6,553948280.0,1157640.0,4.552273
2008,Rajasthan,Cotton(lint),Kharif,1792205.21,866447.49,304.4,436126.63,11959.6,0.483453
2017,Bihar,Safflower,Rabi,99.0,81.0,1112.0,15586.56,37.62,0.905
2008,Meghalaya,Potato,Whole Year,17690.0,161138.0,3114.3,2530377.6,1592.1,7.417143
2008,Andhra Pradesh,Gram,Rabi,606426.0,857221.0,944.6,86743175.04,54578.34,1.627619
2015,Uttar Pradesh,Arhar/Tur,Kharif,264746.0,182359.0,596.7,41806040.86,87366.18,0.721667
2013,Tamil Nadu,Ginger,Whole Year,304.0,2117.0,740.9,43924.96,82.08,6.993333
2025,Puducherry,Urad,Rabi,527.29,445.86,1487.2,78124.57,140.19,0.845559
2012,Punjab,Potato,Rabi,266834.55,6822639.5,697.9,22266.82,1991.88,25.568801
2005,West Bengal,Horse-gram,Rabi,2800.0,1292.0,1650.1,335776.0,588.0,0.475455
2018,Odisha,Wheat,Summer,147.0,268.0,1635.9,23843.4,51.45,1.825
2011,Karnataka,Wheat,Rabi,225472.0,200932.0,1179.0,37771069.44,74405.76,0.981333
2013,Telangana,Cashewnut,Kharif,4235.0,2710.0,1348.7,611915.15,1143.45,0.635
2002,Manipur,Banana,Whole Year,4270.0,14361.0,1743.7,404240.9,1067.5,6.934444
2007,Uttarakhand,Ragi,Kharif,122498.0,172157.0,1924.3,16341233.2,19599.68,1.544545
2012,Karnataka,Small millets,Kharif,21919.0,8426.0,956.2,3305385.2,6794.89,0.368421
2006,Chhattisgarh,Bajra,Kharif,71.0,34.0,1317.2,9067.41,15.62,0.66
2013,Goa,Ragi,Kharif,18.0,14.0,3642.6,2600.82,4.86,1.015
2010,Assam,Linseed,Rabi,7125.0,3815.0,2578.5,1183533.75,1710.0,0.522083
2001,Assam,Castor seed,Kharif,1636.0,671.0,1824.7,167084.68,425.36,0.429524
2005,Chhattisgarh,Groundnut,Kharif,32816.0,35525.0,1292.7,3935294.72,6891.36,1.158667
2023,Haryana,Sweet potato,Whole Year,89.22,271.57,639.1,10445.37,22.21,3.04385
2004,Chhattisgarh,Khesari,Rabi,449423.0,175275.0,1122.8,48690487.82,94378.83,0.433333
2019,Uttarakhand,Potato,Kharif,8156.0,86509.0,1378.9,1400874.56,3017.72,11.091818
2015,Gujarat,Groundnut,Kharif,1355815.0,1935562.0,584.3,214096746.7,447418.95,1.764194
2014,Bihar,Linseed,Rabi,16439.0,14155.0,1061.0,2481631.44,5424.87,0.864706
2002,Meghalaya,Turmeric,Whole Year,1543.0,8642.0,4355.3,146075.81,385.75,5.442857
2003,Jammu and Kashmir,Moong(Green Gram),Kharif,1810.0,884.0,1430.3,179153.8,434.4,0.502857
2015,Nagaland,Cowpea(Lobia),Kharif,520.0,770.0,1308.3,82113.2,171.6,1.476667
2000,Punjab,Moth,Kharif,300.0,300.0,405.3,29451.0,78.0,1.0
2015,Assam,Small millets,Kharif,6602.0,4447.0,2155.3,1042521.82,2178.66,0.6844
2025,Uttarakhand,Sesamum,Kharif,2118.61,707.85,1494.5,295311.35,531.35,0.334108
2007,Sikkim,Other Cereals,Rabi,1260.0,960.0,2003.4,168084.0,201.6,0.7825
2023,Assam,Ginger,Whole Year,17008.04,175424.31,2239.6,2623821.39,5153.03,10.314202
2010,Tamil Nadu,Onion,Rabi,86629.0,1344198.02,869.9,6035.29,245.99,15.516721
2022,Mizoram,Masoor,Rabi,20.46,19.62,2419.3,2525.55,5.62,0.958622
2003,Nagaland,Arhar/Tur,Kharif,7500.0,7000.0,1709.8,742350.0,1800.0,1.015
2017,Gujarat,Maize,Kharif,302790.0,469550.0,814.8,47671257.6,115060.2,1.676364
2019,Delhi,Wheat,Rabi,19228.0,82905.0,546.9,3302601.28,7114.36,4.31
2006,Madhya Pradesh,Urad,Kharif,467870.0,159789.0,1072.3,59751677.7,102931.4,0.333333
2008,Jammu and Kashmir,Wheat,Rabi,274022.0,492140.0,1390.1,39196106.88,24661.98,1.435714
2005,Tamil Nadu,Rice,Kharif,2050455.0,5209433.0,1364.1,245890563.6,430595.55,2.895517
2022,Tamil Nadu,Rice,Kharif,1427988.06,5407204.5,956.7,214019717.38,406578.39,3.786589
2002,Uttarakhand,Linseed,Rabi,37500.0,16195.0,1610.3,3550125.0,9375.0,0.336667
2008,Chhattisgarh,Turmeric,Whole Year,875.0,785.0,1117.9,125160.0,78.75,0.975625
2019,Karnataka,Bajra,Kharif,328048.0,355678.0,1422.3,56345524.48,121377.76,1.106667
2022,Punjab,Barley,Rabi,14873.41,62063.88,484.0,2098228.8,4087.46,4.172806
2017,Himachal Pradesh,Onion,Rabi,594.0,3732.0,1182.2,93519.36,225.72,6.06
2019,Kerala,Potato,Whole Year,490.0,6569.0,3119.2,84162.4,181.3,13.41
2022,Chhattisgarh,Gram,Rabi,244459.33,230188.45,1273.8,39710376.32,78965.33,0.941623
2026,Telangana,Mesta,Kharif,70.08,0.7,1097.9,13278.13,23.85,0.01
2013,Himachal Pradesh,Sugarcane,Whole Year,1449.0,3496.0,1216.9,209366.01,391.23,3.07
2004,Bihar,Ragi,Kharif,15570.0,10512.0,1147.8,1686853.8,3269.7,0.655357
2013,Arunachal Pradesh,Potato,Whole Year,4933.0,40664.0,2042.9,712769.17,1331.91,7.618235
2025,Meghalaya,Mesta,Kharif,4544.94,31864.17,3645.3,712655.01,1188.63,7.010914
2001,Karnataka,Wheat,Rabi,260486.0,198822.0,1002.9,26603435.18,67726.36,0.777333
2001,Assam,Coconut,Whole Year,21067.0,163597000.0,1824.7,2151572.71,5477.42,7700.721304
2015,Jharkhand,Masoor,Rabi,8785.0,6304.0,1085.6,1387239.35,2899.05,0.697647
2010,Jammu and Kashmir,Maize,Kharif,308215.0,527690.0,1352.0,51197593.65,73971.6,1.5675
2007,Andhra Pradesh,Sunflower,Kharif,116000.0,73000.0,1004.2,15474400.0,18560.0,0.66625
2023,Kerala,Cowpea(Lobia),Whole Year,1042.76,10.43,2457.8,155573.41,293.6,0.01
2016,Maharashtra,Linseed,Rabi,14203.0,3354.0,1151.1,2176609.75,4971.05,0.339333
2006,Tamil Nadu,Rice,Kharif,1931397.0,6610607.0,927.9,246658710.9,424907.34,3.584828
2002,Madhya Pradesh,Ragi,Kharif,608.0,150.0,800.8,57559.36,152.0,0.185455
2018,Assam,Turmeric,Whole Year,15896.0,19395.0,2372.9,2578331.2,5563.6,1.225926
2016,Manipur,Peas & beans (Pulses),Rabi,18320.0,17031.0,2039.8,2807540.0,6412.0,0.925556
2000,Telangana,Sugarcane,Whole Year,758657.77,47513373.22,927.3,59875.85,7352.1,62.628204
2024,Himachal Pradesh,Garlic,Rabi,3773.78,3005.72,1040.3,559861.79,1061.74,0.796474
2001,Kerala,Tapioca,Whole Year,111189.0,2455880.0,2946.7,11355732.57,28909.14,23.096429
2007,Tamil Nadu,Urad,Whole Year,307515.0,79980.0,1067.2,41022501.0,49202.4,0.397857
2023,Bihar,Safflower,Rabi,241.56,211.07,1131.5,35048.68,63.56,0.873754
2023,Mizoram,Sugarcane,Whole Year,1405.18,45479.59,2783.1,218991.47,385.09,32.365593
2017,Madhya Pradesh,Barley,Kharif,130020.0,431030.0,800.0,20470348.8,49407.6,2.255405
2008,Rajasthan,Barley,Rabi,17579.23,42758.42,573.5,1549.44,30.8,2.432326
2021,Manipur,Rice,Kharif,179114.77,378698.15,1360.7,32994381.44,54168.25,2.114277
2017,Maharashtra,Moong(Green Gram),Kharif,432072.0,158517.0,1129.5,68025415.68,164187.36,0.3575
2019,Jammu and Kashmir,Maize,Kharif,268669.0,541451.0,1324.1,46146587.44,99407.53,1.8985
2004,Sikkim,Small millets,Kharif,4150.0,3600.0,1650.5,449611.0,871.5,0.86
2003,Haryana,Banana,Whole Year,52.0,0.0,592.3,5146.96,12.48,0.0
2024,Kerala,Sugarcane,Whole Year,2305.09,124546.07,2702.3,351245.7,580.2,54.030983
2022,Assam,Turmeric,Whole Year,13807.18,16456.78,2251.0,2074742.0,4092.92,1.191901
2019,West Bengal,Horse-gram,Rabi,1739.0,919.0,1733.4,298690.64,643.43,0.563
2012,Maharashtra,Rice,Kharif,1528100.0,3001640.0,1003.4,230437480.0,473711.0,1.316154
2023,Meghalaya,Potato,Whole Year,14043.25,100979.49,3940.3,2032312.35,4006.5,7.190606
2004,Andhra Pradesh,Moong(Green Gram),Kharif,304051.0,110550.0,781.8,32940885.34,63850.71,0.367727
2003,Chhattisgarh,Linseed,Rabi,74975.0,23092.0,1643.7,7421025.5,17994.0,0.312667
2026,Punjab,Urad,Kharif,2707.49,2044.22,412.5,456889.35,700.39,0.755022
2002,Assam,Wheat,Rabi,69061.0,77952.0,1973.6,6538004.87,17265.25,1.152273
2013,Karnataka,Soyabean,Kharif,218908.0,270157.0,1235.6,31630016.92,59105.16,1.18
2004,Puducherry,Small millets,Kharif,6.0,7.0,1434.6,650.04,1.26,1.17
2010,Rajasthan,Bajra,Kharif,654376.59,873386.06,437.1,88363.66,4786.13,1.334684
2009,Jharkhand,Onion,Rabi,2948.0,12878.0,996.1,459357.36,501.16,4.76381
2015,Telangana,Urad,Kharif,23955.0,11111.0,747.9,3782734.05,7905.15,0.485
2011,Karnataka,Tomato,Whole Year,17697.88,419354.79,1565.1,3452.53,57.09,23.695196
2023,Odisha,Horse-gram,Summer,36410.87,18870.01,1402.8,3910595.83,8359.4,0.518252
2011,Meghalaya,Maize,Kharif,17303.0,26939.0,4083.1,2898598.56,5709.99,1.58
2017,Tripura,Gram,Rabi,235.0,186.0,3326.8,36998.4,89.3,0.8025
2013,Kerala,Rice,Autumn,51922.0,141234.0,3255.4,7502209.78,14018.94,2.416923
2022,Punjab,Rice,Kharif,3102054.48,14296765.03,477.4,418441043.37,782043.17,4.608805
2006,Tamil Nadu,Ragi,Whole Year,95478.0,148148.0,927.9,12193495.38,21005.16,2.046154
2009,West Bengal,Rapeseed &Mustard,Rabi,410318.0,442950.0,1317.2,63935750.76,69754.06,0.937778
2006,Madhya Pradesh,Bajra,Kharif,183115.0,251783.0,1072.3,23385616.65,40285.3,1.054545
2021,Madhya Pradesh,Peas & beans (Pulses),Rabi,222546.98,218128.6,1195.5,36788715.51,60718.18,0.980146
2022,Goa,Sugarcane,Whole Year,962.02,44004.98,3639.1,149831.21,266.4,45.742416
2019,Tripura,Jowar,Kharif,545.0,451.0,2252.8,93609.2,201.65,0.817143
2024,Tripura,Other Kharif pulses,Kharif,1528.93,1531.87,2631.3,221062.94,417.36,1.001923
2020,Assam,Potato,Rabi,198930.7,5069107.76,2533.4,18620.91,2096.51,25.481778
2006,Sikkim,Other Cereals,Rabi,2040.0,1790.0,2270.2,260528.4,448.8,0.83
2002,Andhra Pradesh,Castor seed,Kharif,231902.0,86818.0,648.1,21954162.34,57975.5,0.296316
2005,Maharashtra,Rapeseed &Mustard,Rabi,12600.0,4430.0,1387.2,1510992.0,2646.0,0.414231
2018,Maharashtra,Grapes,Whole Year,20927.8,535770.29,2319.8,3050.41,196.2,25.600885
2000,Haryana,Wheat,Rabi,2354779.0,9669000.0,383.7,231168654.4,612242.54,3.990526
2005,Sikkim,other oilseeds,Kharif,60.0,50.0,2041.6,7195.2,12.6,0.875
2022,Chhattisgarh,Coconut,Whole Year,64.97,0.65,1175.9,9833.12,19.67,0.01
2004,Karnataka,Sweet potato,Whole Year,3583.0,29199.0,1117.7,388182.22,752.43,6.102143
2000,Mizoram,Rapeseed &Mustard,Rabi,2328.0,1984.0,2834.3,228539.76,605.28,0.8475
2020,Himachal Pradesh,Ginger,Kharif,50316.72,495270.1,1629.2,6919.52,111.71,9.843052
2021,Meghalaya,Other  Rabi pulses,Rabi,1813.42,1325.58,4561.0,220657.15,396.83,0.730986
2006,West Bengal,Coconut,Whole Year,25068.0,359065200.0,1631.4,3201434.28,5514.96,13259.37833
2003,Bihar,Sugarcane,Whole Year,103100.0,4285888.0,1353.9,10204838.0,24744.0,39.121818
2023,Chhattisgarh,Rice,Kharif,3763297.51,7616496.44,1246.5,540543246.14,1227570.2,2.023889
2026,Sikkim,Other Kharif pulses,Kharif,2940.32,2988.8,2640.3,464158.12,781.46,1.016488
2023,Madhya Pradesh,Maize,Kharif,851497.68,2619308.64,1188.7,130938016.89,247527.62,3.07612
2002,Karnataka,Black pepper,Whole Year,10414.0,23178.0,860.8,985893.38,2603.5,2.213077
2024,Karnataka,Coriander,Whole Year,5709.16,4104.99,1163.2,817678.91,1478.78,0.719019
2018,Haryana,Ginger,Whole Year,92.0,720.0,533.2,14922.4,32.2,7.245
2014,Assam,Moong(Green Gram),Rabi,11285.0,7757.0,1899.0,1703583.6,3724.05,0.640741
2011,Mizoram,Sugarcane,Whole Year,1463.0,7457.0,2439.3,245081.76,482.79,5.845
2001,Uttarakhand,Other Cereals,Kharif,7411.0,2004.0,1541.3,756885.43,1926.86,0.283636
2012,Gujarat,Other Cereals,Kharif,12600.0,6300.0,460.6,1900080.0,3906.0,0.606154
2014,Jammu and Kashmir,Turmeric,Kharif,12.0,12.0,1278.4,1811.52,3.96,1.04
2023,Jharkhand,Castor seed,Kharif,78.26,45.58,1132.0,13869.19,32.54,0.58242
2005,Chhattisgarh,Rice,Kharif,3854352.0,5267537.0,1292.7,462213891.8,809413.92,1.30375
2026,Telangana,Garlic,Rabi,154.77,567.34,936.1,28600.38,58.58,3.665618
2018,Maharashtra,Banana,Whole Year,82539.51,2409180.02,1383.3,6986.34,912.02,29.188205
2017,West Bengal,Arhar/Tur,Rabi,3843.0,5794.0,1830.0,605041.92,1460.34,1.64
2009,Gujarat,Bajra,Kharif,498800.0,432400.0,618.0,77723016.0,84796.0,1.017143
2014,Meghalaya,Rice,Autumn,33102.0,76631.0,3484.4,4997077.92,10923.66,2.507273
2015,Karnataka,Cowpea(Lobia),Kharif,67727.0,28064.0,1024.9,10694770.57,22349.91,0.431923
2025,Chhattisgarh,Sugarcane,Whole Year,14050.4,179518.67,1255.0,2585787.81,4980.64,12.776761
2014,Uttar Pradesh,Moong,Kharif,36102.61,26710.79,719.0,7691.73,130.99,0.739858
2023,Maharashtra,other oilseeds,Summer,6123.19,4291.11,1326.4,994012.26,1950.95,0.700797
2023,Meghalaya,Ginger,Kharif,9669.06,98391.08,4560.1,1417103.42,2759.81,10.175866
2001,Gujarat,Gram,Rabi,49100.0,27200.0,666.5,5014583.0,12766.0,0.568333
2005,Uttarakhand,Rapeseed &Mustard,Rabi,15639.0,10070.0,1353.3,1875428.88,3284.19,0.562308
2019,Himachal Pradesh,Other Kharif pulses,Kharif,6996.0,6541.0,1217.7,1201632.96,2588.52,0.925
2011,West Bengal,Castor seed,Kharif,70.0,42.0,1686.5,11726.4,23.1,0.6
2010,Uttarakhand,Onion,Whole Year,2230.0,11814.0,1419.0,370425.3,535.2,5.695833
2005,Meghalaya,Tobacco,Whole Year,721.0,475.0,3374.4,86462.32,151.41,0.562
2016,Nagaland,Other  Rabi pulses,Rabi,10000.0,12650.0,1959.8,1532500.0,3500.0,1.264444
2001,West Bengal,Sesamum,Whole Year,108557.0,90837.0,1556.6,11086926.41,28224.82,0.725556
2004,Gujarat,Small millets,Kharif,12300.0,4000.0,719.8,1332582.0,2583.0,0.51
